state,date,strat,type,bottom,top,lower,upper,central_lower,central_upper,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
Vermont,2020-11-23,,forecast,0.003,0.224,0.061,0.136,0.081,0.109,0.107,0.116,0.071,,,,,,
Vermont,2020-11-24,,forecast,0.003,0.224,0.061,0.136,0.081,0.109,0.107,0.116,0.071,,,,,,
Vermont,2020-11-25,,forecast,0.003,0.224,0.061,0.136,0.081,0.109,0.107,0.116,0.071,,,,,,
Vermont,2020-11-26,,forecast,0.003,0.224,0.061,0.136,0.081,0.109,0.107,0.116,0.071,,,,,,
Vermont,2020-11-27,,forecast,0.003,0.224,0.061,0.136,0.081,0.109,0.107,0.116,0.071,,,,,,
Vermont,2020-11-28,,forecast,0.003,0.224,0.061,0.136,0.081,0.109,0.107,0.116,0.071,,,,,,
Vermont,2020-11-29,,forecast,0.003,0.224,0.061,0.136,0.081,0.109,0.107,0.116,0.071,,,,,,
Kentucky,2020-09-24,,estimate,0.004,0.026,0.01,0.018,0.012,0.015,0.015,0.015,0.007,,,,,,
Idaho,2020-09-08,,estimate,0.004,0.026,0.012,0.02,0.014,0.016,0.015,0.015,0.007,,,,,,
Utah,2020-10-10,,estimate,0.004,0.028,0.011,0.021,0.015,0.018,0.016,0.016,0.008,,,,,,
Virginia,2020-10-22,,estimate,0.004,0.029,0.01,0.019,0.013,0.016,0.015,0.016,0.008,,,,,,
Massachusetts,2020-09-08,,estimate,0.004,0.03,0.011,0.02,0.013,0.016,0.016,0.017,0.008,,,,,,
Oregon,2020-09-27,,estimate,0.004,0.03,0.011,0.02,0.015,0.018,0.016,0.017,0.008,,,,,,
California,2020-10-13,,estimate,0.004,0.03,0.013,0.022,0.015,0.019,0.017,0.017,0.008,,,,,,
Utah,2020-09-26,,estimate,0.004,0.03,0.014,0.024,0.016,0.02,0.017,0.016,0.008,,,,,,
Alaska,2020-09-08,,estimate,0.004,0.03,0.016,0.025,0.02,0.023,0.019,0.017,0.009,,,,,,
Puerto Rico,2020-09-06,,estimate,0.004,0.031,0.008,0.017,0.009,0.012,0.014,0.016,0.009,,,,,,
Tennessee,2020-09-29,,estimate,0.004,0.031,0.01,0.019,0.012,0.015,0.016,0.017,0.009,,,,,,
District of Columbia,2020-10-09,,estimate,0.004,0.031,0.012,0.022,0.016,0.019,0.017,0.017,0.008,,,,,,
New York,2020-09-14,,estimate,0.004,0.031,0.012,0.022,0.017,0.021,0.018,0.018,0.008,,,,,,
District of Columbia,2020-10-11,,estimate,0.004,0.032,0.014,0.024,0.016,0.02,0.018,0.018,0.009,,,,,,
Tennessee,2020-10-17,,estimate,0.004,0.032,0.014,0.024,0.017,0.021,0.018,0.018,0.009,,,,,,
Washington,2020-10-13,,estimate,0.004,0.032,0.015,0.026,0.019,0.023,0.02,0.019,0.009,,,,,,
Alabama,2020-10-22,,estimate,0.004,0.033,0.014,0.024,0.016,0.02,0.018,0.018,0.009,,,,,,
Tennessee,2020-10-18,,estimate,0.004,0.033,0.014,0.024,0.018,0.021,0.018,0.017,0.009,,,,,,
Montana,2020-10-15,,estimate,0.004,0.034,0.014,0.026,0.017,0.021,0.019,0.019,0.009,,,,,,
Montana,2020-10-14,,estimate,0.004,0.034,0.014,0.026,0.019,0.023,0.02,0.02,0.009,,,,,,
Pennsylvania,2020-09-24,,estimate,0.004,0.034,0.015,0.026,0.02,0.024,0.02,0.02,0.01,,,,,,
Tennessee,2020-10-25,,estimate,0.004,0.034,0.016,0.027,0.02,0.024,0.021,0.02,0.01,,,,,,
Texas,2020-10-14,,estimate,0.004,0.035,0.01,0.021,0.015,0.019,0.018,0.02,0.01,,,,,,
Texas,2020-10-13,,estimate,0.004,0.035,0.011,0.022,0.015,0.018,0.018,0.019,0.01,,,,,,
Oregon,2020-09-16,,estimate,0.004,0.035,0.013,0.025,0.015,0.02,0.02,0.021,0.01,,,,,,
Pennsylvania,2020-09-22,,estimate,0.004,0.035,0.015,0.026,0.019,0.023,0.019,0.019,0.01,,,,,,
Pennsylvania,2020-09-25,,estimate,0.004,0.035,0.015,0.026,0.02,0.024,0.021,0.021,0.01,,,,,,
Minnesota,2020-09-13,,estimate,0.004,0.036,0.012,0.024,0.016,0.02,0.019,0.021,0.01,,,,,,
Minnesota,2020-10-04,,estimate,0.004,0.036,0.016,0.029,0.019,0.023,0.021,0.02,0.01,,,,,,
Minnesota,2020-10-06,,estimate,0.004,0.036,0.017,0.029,0.021,0.026,0.022,0.021,0.01,,,,,,
Minnesota,2020-10-05,,estimate,0.004,0.036,0.018,0.03,0.019,0.023,0.021,0.02,0.01,,,,,,
South Dakota,2020-11-02,,estimate,0.004,0.038,0.015,0.028,0.02,0.026,0.021,0.021,0.01,,,,,,
New Hampshire,2020-09-13,,estimate,0.004,0.038,0.022,0.034,0.027,0.031,0.025,0.023,0.012,,,,,,
Florida,2020-10-08,,estimate,0.004,0.039,0.011,0.024,0.015,0.02,0.019,0.02,0.011,,,,,,
Florida,2020-10-09,,estimate,0.004,0.039,0.012,0.025,0.016,0.021,0.02,0.021,0.011,,,,,,
Florida,2020-10-10,,estimate,0.004,0.039,0.012,0.025,0.016,0.021,0.021,0.022,0.011,,,,,,
Oklahoma,2020-10-23,,estimate,0.004,0.04,0.014,0.027,0.017,0.021,0.021,0.021,0.011,,,,,,
Montana,2020-11-02,,estimate,0.004,0.041,0.016,0.031,0.021,0.026,0.023,0.024,0.012,,,,,,
Michigan,2020-09-26,,estimate,0.004,0.045,0.017,0.031,0.022,0.027,0.025,0.025,0.013,,,,,,
Wisconsin,2020-10-31,,estimate,0.004,0.048,0.02,0.035,0.027,0.032,0.027,0.027,0.014,,,,,,
Indiana,2020-10-19,,estimate,0.004,0.049,0.032,0.046,0.037,0.042,0.036,0.032,0.014,,,,,,
Maine,2020-10-11,,estimate,0.004,0.05,0.021,0.039,0.025,0.031,0.028,0.027,0.014,,,,,,
Kansas,2020-10-15,,estimate,0.004,0.051,0.019,0.035,0.029,0.035,0.028,0.027,0.015,,,,,,
Texas,2020-11-05,,estimate based on partial data,0.004,0.052,0.016,0.034,0.019,0.025,0.027,0.028,0.015,,,,,,
New Mexico,2020-11-04,,estimate,0.004,0.052,0.017,0.036,0.023,0.03,0.028,0.028,0.015,,,,,,
Kansas,2020-10-16,,estimate,0.004,0.052,0.02,0.037,0.03,0.036,0.029,0.028,0.015,,,,,,
Kansas,2020-10-17,,estimate,0.004,0.052,0.022,0.039,0.032,0.038,0.03,0.029,0.015,,,,,,
Florida,2020-11-03,,estimate,0.004,0.054,0.017,0.035,0.023,0.03,0.028,0.028,0.015,,,,,,
Idaho,2020-11-09,,estimate based on partial data,0.004,0.059,0.02,0.038,0.024,0.03,0.029,0.031,0.017,,,,,,
Montana,2020-11-07,,estimate based on partial data,0.004,0.068,0.017,0.043,0.029,0.039,0.034,0.036,0.02,,,,,,
Nevada,2020-11-09,,estimate based on partial data,0.004,0.071,0.025,0.051,0.03,0.04,0.038,0.039,0.021,,,,,,
District of Columbia,2020-11-13,,estimate based on partial data,0.004,0.082,0.022,0.05,0.032,0.042,0.04,0.042,0.025,,,,,,
Utah,2020-11-14,,estimate based on partial data,0.004,0.086,0.023,0.05,0.029,0.039,0.041,0.043,0.026,,,,,,
New York,2020-11-14,,estimate based on partial data,0.004,0.116,0.037,0.076,0.043,0.057,0.057,0.057,0.035,,,,,,
Louisiana,2020-11-08,,estimate based on partial data,0.004,0.133,0.025,0.074,0.038,0.055,0.062,0.07,0.044,,,,,,
Louisiana,2020-11-10,,estimate based on partial data,0.004,0.148,0.024,0.076,0.038,0.057,0.062,0.073,0.051,,,,,,
Kentucky,2020-09-25,,estimate,0.005,0.027,0.011,0.019,0.014,0.017,0.016,0.016,0.007,,,,,,
Indiana,2020-09-18,,estimate,0.005,0.028,0.013,0.021,0.016,0.019,0.016,0.016,0.007,,,,,,
South Dakota,2020-09-10,,estimate,0.005,0.029,0.011,0.02,0.014,0.018,0.016,0.016,0.008,,,,,,
Utah,2020-10-11,,estimate,0.005,0.029,0.013,0.022,0.015,0.019,0.017,0.017,0.008,,,,,,
Utah,2020-10-12,,estimate,0.005,0.03,0.014,0.023,0.016,0.019,0.018,0.018,0.008,,,,,,
Alaska,2020-09-09,,estimate,0.005,0.03,0.016,0.025,0.02,0.023,0.019,0.018,0.009,,,,,,
Massachusetts,2020-09-09,,estimate,0.005,0.031,0.012,0.021,0.014,0.018,0.017,0.018,0.009,,,,,,
Oregon,2020-09-26,,estimate,0.005,0.031,0.012,0.021,0.015,0.018,0.017,0.018,0.008,,,,,,
California,2020-10-14,,estimate,0.005,0.031,0.014,0.024,0.017,0.021,0.019,0.019,0.008,,,,,,
Alaska,2020-09-10,,estimate,0.005,0.031,0.016,0.025,0.021,0.024,0.02,0.019,0.008,,,,,,
Oregon,2020-09-25,,estimate,0.005,0.032,0.013,0.023,0.015,0.018,0.018,0.019,0.008,,,,,,
Tennessee,2020-10-15,,estimate,0.005,0.032,0.015,0.024,0.017,0.021,0.018,0.018,0.008,,,,,,
Tennessee,2020-09-30,,estimate,0.005,0.033,0.01,0.019,0.013,0.016,0.017,0.018,0.009,,,,,,
Alabama,2020-10-07,,estimate,0.005,0.033,0.011,0.021,0.014,0.018,0.017,0.018,0.009,,,,,,
Massachusetts,2020-09-10,,estimate,0.005,0.033,0.013,0.022,0.016,0.019,0.018,0.019,0.009,,,,,,
Missouri,2020-10-11,,estimate,0.005,0.033,0.013,0.024,0.016,0.02,0.018,0.018,0.009,,,,,,
New York,2020-10-02,,estimate,0.005,0.033,0.013,0.024,0.019,0.023,0.02,0.019,0.009,,,,,,
Alabama,2020-10-21,,estimate,0.005,0.033,0.014,0.024,0.016,0.02,0.019,0.019,0.009,,,,,,
Alabama,2020-10-20,,estimate,0.005,0.033,0.014,0.024,0.017,0.021,0.019,0.019,0.009,,,,,,
District of Columbia,2020-10-12,,estimate,0.005,0.033,0.014,0.025,0.017,0.02,0.019,0.018,0.009,,,,,,
District of Columbia,2020-10-13,,estimate,0.005,0.033,0.015,0.026,0.019,0.023,0.02,0.019,0.009,,,,,,
Oregon,2020-10-14,,estimate,0.005,0.033,0.015,0.026,0.02,0.024,0.019,0.018,0.009,,,,,,
Oregon,2020-09-14,,estimate,0.005,0.034,0.01,0.022,0.014,0.018,0.018,0.019,0.009,,,,,,
Alabama,2020-10-08,,estimate,0.005,0.034,0.012,0.023,0.015,0.019,0.018,0.019,0.009,,,,,,
Missouri,2020-10-12,,estimate,0.005,0.034,0.014,0.024,0.018,0.022,0.02,0.019,0.009,,,,,,
Tennessee,2020-10-02,,estimate,0.005,0.035,0.01,0.02,0.014,0.017,0.018,0.02,0.009,,,,,,
Tennessee,2020-10-01,,estimate,0.005,0.035,0.011,0.02,0.013,0.017,0.017,0.019,0.009,,,,,,
Oregon,2020-09-15,,estimate,0.005,0.035,0.012,0.023,0.015,0.019,0.019,0.02,0.009,,,,,,
Alabama,2020-10-09,,estimate,0.005,0.035,0.013,0.024,0.014,0.018,0.019,0.02,0.009,,,,,,
Maryland,2020-10-16,,estimate,0.005,0.035,0.015,0.027,0.021,0.026,0.021,0.02,0.009,,,,,,
Tennessee,2020-10-24,,estimate,0.005,0.035,0.016,0.027,0.02,0.023,0.02,0.019,0.01,,,,,,
Minnesota,2020-10-01,,estimate,0.005,0.035,0.016,0.028,0.021,0.025,0.021,0.02,0.009,,,,,,
District of Columbia,2020-10-14,,estimate,0.005,0.035,0.017,0.027,0.02,0.024,0.021,0.02,0.009,,,,,,
Nevada,2020-10-04,,estimate,0.005,0.035,0.017,0.029,0.02,0.024,0.022,0.021,0.009,,,,,,
South Dakota,2020-11-01,,estimate,0.005,0.036,0.016,0.028,0.019,0.024,0.021,0.021,0.01,,,,,,
Minnesota,2020-10-02,,estimate,0.005,0.036,0.016,0.028,0.02,0.024,0.021,0.02,0.01,,,,,,
West Virginia,2020-10-03,,estimate,0.005,0.037,0.014,0.025,0.017,0.021,0.02,0.021,0.01,,,,,,
Oregon,2020-09-17,,estimate,0.005,0.037,0.014,0.026,0.016,0.02,0.021,0.022,0.01,,,,,,
Pennsylvania,2020-09-26,,estimate,0.005,0.037,0.015,0.025,0.02,0.024,0.022,0.022,0.01,,,,,,
Pennsylvania,2020-09-27,,estimate,0.005,0.037,0.016,0.027,0.021,0.024,0.022,0.022,0.01,,,,,,
Colorado,2020-09-25,,estimate,0.005,0.037,0.019,0.031,0.023,0.028,0.023,0.022,0.01,,,,,,
Minnesota,2020-09-14,,estimate,0.005,0.039,0.014,0.027,0.016,0.021,0.021,0.023,0.011,,,,,,
New Hampshire,2020-09-14,,estimate,0.005,0.039,0.022,0.034,0.028,0.032,0.026,0.023,0.011,,,,,,
Nevada,2020-09-16,,estimate,0.005,0.041,0.012,0.026,0.016,0.021,0.021,0.022,0.011,,,,,,
Nevada,2020-09-17,,estimate,0.005,0.041,0.013,0.027,0.018,0.023,0.022,0.023,0.011,,,,,,
Wisconsin,2020-10-28,,estimate,0.005,0.044,0.021,0.036,0.025,0.03,0.027,0.027,0.012,,,,,,
Wisconsin,2020-10-29,,estimate,0.005,0.045,0.021,0.035,0.025,0.03,0.027,0.027,0.013,,,,,,
Rhode Island,2020-09-20,,estimate,0.005,0.046,0.018,0.03,0.024,0.028,0.025,0.024,0.013,,,,,,
Rhode Island,2020-09-21,,estimate,0.005,0.046,0.019,0.031,0.023,0.027,0.026,0.025,0.013,,,,,,
Wisconsin,2020-10-30,,estimate,0.005,0.047,0.02,0.035,0.025,0.031,0.027,0.027,0.013,,,,,,
Indiana,2020-10-18,,estimate,0.005,0.049,0.032,0.046,0.038,0.043,0.035,0.031,0.014,,,,,,
Montana,2020-11-04,,estimate,0.005,0.05,0.018,0.036,0.022,0.029,0.028,0.028,0.014,,,,,,
Florida,2020-11-02,,estimate,0.005,0.053,0.019,0.037,0.024,0.03,0.028,0.028,0.015,,,,,,
Kentucky,2020-11-09,,estimate based on partial data,0.005,0.055,0.021,0.038,0.028,0.034,0.03,0.03,0.016,,,,,,
Louisiana,2020-10-25,,estimate,0.005,0.056,0.019,0.038,0.023,0.03,0.03,0.03,0.016,,,,,,
Kentucky,2020-11-10,,estimate based on partial data,0.005,0.058,0.02,0.039,0.029,0.036,0.03,0.03,0.017,,,,,,
Montana,2020-11-06,,estimate based on partial data,0.005,0.062,0.019,0.041,0.026,0.034,0.032,0.033,0.018,,,,,,
Vermont,2020-10-14,,estimate,0.005,0.066,0.03,0.054,0.04,0.048,0.04,0.038,0.019,,,,,,
Vermont,2020-09-20,,estimate,0.005,0.067,0.018,0.043,0.026,0.035,0.034,0.036,0.02,,,,,,
Nevada,2020-11-10,,estimate based on partial data,0.005,0.077,0.023,0.051,0.03,0.04,0.038,0.038,0.023,,,,,,
Missouri,2020-11-10,,estimate based on partial data,0.005,0.077,0.024,0.05,0.033,0.042,0.039,0.039,0.022,,,,,,
Tennessee,2020-11-10,,estimate based on partial data,0.005,0.078,0.015,0.038,0.02,0.028,0.031,0.036,0.025,,,,,,
Michigan,2020-11-08,,estimate based on partial data,0.005,0.095,0.035,0.068,0.044,0.056,0.052,0.052,0.028,,,,,,
Michigan,2020-11-09,,estimate based on partial data,0.005,0.1,0.036,0.07,0.045,0.058,0.052,0.051,0.03,,,,,,
California,2020-11-15,,estimate based on partial data,0.005,0.101,0.032,0.066,0.039,0.051,0.052,0.056,0.031,,,,,,
California,2020-11-16,,forecast,0.005,0.101,0.032,0.066,0.039,0.051,0.052,0.056,0.031,,,,,,
California,2020-11-17,,forecast,0.005,0.101,0.032,0.066,0.039,0.051,0.052,0.056,0.031,,,,,,
California,2020-11-18,,forecast,0.005,0.101,0.032,0.066,0.039,0.051,0.052,0.056,0.031,,,,,,
California,2020-11-19,,forecast,0.005,0.101,0.032,0.066,0.039,0.051,0.052,0.056,0.031,,,,,,
California,2020-11-20,,forecast,0.005,0.101,0.032,0.066,0.039,0.051,0.052,0.056,0.031,,,,,,
California,2020-11-21,,forecast,0.005,0.101,0.032,0.066,0.039,0.051,0.052,0.056,0.031,,,,,,
California,2020-11-22,,forecast,0.005,0.101,0.032,0.066,0.039,0.051,0.052,0.056,0.031,,,,,,
California,2020-11-23,,forecast,0.005,0.101,0.032,0.066,0.039,0.051,0.052,0.056,0.031,,,,,,
California,2020-11-24,,forecast,0.005,0.101,0.032,0.066,0.039,0.051,0.052,0.056,0.031,,,,,,
California,2020-11-25,,forecast,0.005,0.101,0.032,0.066,0.039,0.051,0.052,0.056,0.031,,,,,,
California,2020-11-26,,forecast,0.005,0.101,0.032,0.066,0.039,0.051,0.052,0.056,0.031,,,,,,
California,2020-11-27,,forecast,0.005,0.101,0.032,0.066,0.039,0.051,0.052,0.056,0.031,,,,,,
California,2020-11-28,,forecast,0.005,0.101,0.032,0.066,0.039,0.051,0.052,0.056,0.031,,,,,,
California,2020-11-29,,forecast,0.005,0.101,0.032,0.066,0.039,0.051,0.052,0.056,0.031,,,,,,
Oklahoma,2020-11-11,,estimate based on partial data,0.005,0.112,0.021,0.062,0.031,0.046,0.05,0.056,0.036,,,,,,
West Virginia,2020-11-14,,estimate based on partial data,0.005,0.119,0.036,0.075,0.053,0.067,0.058,0.061,0.036,,,,,,
Idaho,2020-09-09,,estimate,0.006,0.027,0.013,0.02,0.016,0.018,0.016,0.016,0.007,,,,,,
Kentucky,2020-09-26,,estimate,0.006,0.028,0.012,0.02,0.014,0.017,0.016,0.017,0.007,,,,,,
South Dakota,2020-09-11,,estimate,0.006,0.031,0.013,0.022,0.015,0.018,0.018,0.018,0.008,,,,,,
Utah,2020-09-25,,estimate,0.006,0.031,0.015,0.024,0.019,0.022,0.019,0.018,0.008,,,,,,
Alaska,2020-09-11,,estimate,0.006,0.031,0.018,0.026,0.021,0.024,0.021,0.02,0.008,,,,,,
Tennessee,2020-10-14,,estimate,0.006,0.032,0.014,0.023,0.016,0.02,0.019,0.019,0.008,,,,,,
Ohio,2020-09-22,,estimate,0.006,0.033,0.012,0.023,0.017,0.021,0.019,0.02,0.008,,,,,,
Massachusetts,2020-09-11,,estimate,0.006,0.034,0.012,0.022,0.016,0.019,0.019,0.02,0.009,,,,,,
Oregon,2020-09-24,,estimate,0.006,0.034,0.014,0.024,0.015,0.018,0.019,0.02,0.009,,,,,,
Illinois,2020-09-24,,estimate,0.006,0.034,0.014,0.025,0.018,0.022,0.019,0.02,0.008,,,,,,
Alabama,2020-10-19,,estimate,0.006,0.034,0.015,0.026,0.018,0.022,0.02,0.02,0.009,,,,,,
New York,2020-10-17,,estimate,0.006,0.034,0.015,0.027,0.022,0.026,0.021,0.021,0.009,,,,,,
Tennessee,2020-10-03,,estimate,0.006,0.035,0.012,0.021,0.015,0.018,0.018,0.02,0.01,,,,,,
Tennessee,2020-10-05,,estimate,0.006,0.035,0.012,0.022,0.015,0.018,0.019,0.021,0.009,,,,,,
Oregon,2020-09-23,,estimate,0.006,0.035,0.014,0.025,0.015,0.019,0.02,0.021,0.009,,,,,,
Missouri,2020-10-13,,estimate,0.006,0.035,0.016,0.027,0.019,0.023,0.021,0.02,0.009,,,,,,
Indiana,2020-09-22,,estimate,0.006,0.035,0.016,0.028,0.02,0.025,0.022,0.023,0.009,,,,,,
Washington,2020-10-14,,estimate,0.006,0.035,0.017,0.028,0.019,0.023,0.021,0.02,0.009,,,,,,
Tennessee,2020-10-26,,estimate,0.006,0.036,0.016,0.027,0.019,0.023,0.021,0.021,0.009,,,,,,
Minnesota,2020-09-30,,estimate,0.006,0.036,0.016,0.027,0.02,0.024,0.022,0.021,0.009,,,,,,
District of Columbia,2020-10-15,,estimate,0.006,0.036,0.017,0.027,0.022,0.026,0.022,0.021,0.009,,,,,,
Nevada,2020-10-06,,estimate,0.006,0.036,0.017,0.028,0.019,0.024,0.022,0.021,0.009,,,,,,
Nevada,2020-10-03,,estimate,0.006,0.036,0.017,0.029,0.02,0.024,0.022,0.021,0.009,,,,,,
Nevada,2020-10-05,,estimate,0.006,0.036,0.017,0.029,0.02,0.024,0.022,0.021,0.009,,,,,,
Nevada,2020-10-08,,estimate,0.006,0.036,0.018,0.029,0.022,0.026,0.022,0.022,0.009,,,,,,
Maryland,2020-10-17,,estimate,0.006,0.036,0.018,0.029,0.023,0.027,0.023,0.022,0.009,,,,,,
Alabama,2020-10-11,,estimate,0.006,0.037,0.014,0.026,0.018,0.022,0.02,0.021,0.01,,,,,,
West Virginia,2020-10-04,,estimate,0.006,0.037,0.015,0.027,0.017,0.021,0.021,0.022,0.01,,,,,,
Montana,2020-10-13,,estimate,0.006,0.037,0.015,0.027,0.019,0.023,0.022,0.022,0.009,,,,,,
Oregon,2020-09-18,,estimate,0.006,0.038,0.012,0.024,0.016,0.021,0.021,0.022,0.01,,,,,,
Minnesota,2020-10-07,,estimate,0.006,0.038,0.018,0.031,0.021,0.026,0.023,0.022,0.01,,,,,,
Colorado,2020-09-26,,estimate,0.006,0.038,0.019,0.031,0.025,0.029,0.024,0.023,0.01,,,,,,
Colorado,2020-09-24,,estimate,0.006,0.038,0.02,0.031,0.021,0.026,0.023,0.022,0.01,,,,,,
New Mexico,2020-09-10,,estimate,0.006,0.039,0.017,0.029,0.021,0.025,0.023,0.023,0.01,,,,,,
Pennsylvania,2020-10-01,,estimate,0.006,0.039,0.018,0.029,0.022,0.026,0.024,0.025,0.01,,,,,,
Indiana,2020-09-23,,estimate,0.006,0.039,0.019,0.031,0.022,0.026,0.024,0.024,0.01,,,,,,
Florida,2020-10-12,,estimate,0.006,0.041,0.014,0.027,0.02,0.024,0.023,0.024,0.011,,,,,,
Indiana,2020-09-24,,estimate,0.006,0.041,0.021,0.034,0.023,0.027,0.026,0.026,0.011,,,,,,
North Dakota,2020-11-07,,estimate based on partial data,0.006,0.041,0.022,0.033,0.024,0.027,0.025,0.024,0.011,,,,,,
New Hampshire,2020-09-06,,estimate,0.006,0.041,0.024,0.034,0.028,0.032,0.027,0.025,0.011,,,,,,
Nevada,2020-09-18,,estimate,0.006,0.042,0.015,0.03,0.022,0.027,0.024,0.025,0.011,,,,,,
Oklahoma,2020-10-24,,estimate,0.006,0.043,0.015,0.029,0.017,0.022,0.023,0.023,0.011,,,,,,
Iowa,2020-10-11,,estimate,0.006,0.043,0.017,0.032,0.022,0.027,0.024,0.024,0.011,,,,,,
North Dakota,2020-11-08,,estimate based on partial data,0.006,0.044,0.022,0.033,0.024,0.028,0.025,0.024,0.012,,,,,,
Michigan,2020-09-27,,estimate,0.006,0.046,0.019,0.034,0.023,0.028,0.026,0.026,0.013,,,,,,
Montana,2020-11-03,,estimate,0.006,0.047,0.018,0.034,0.023,0.028,0.025,0.026,0.013,,,,,,
Indiana,2020-10-17,,estimate,0.006,0.047,0.031,0.046,0.036,0.041,0.035,0.031,0.013,,,,,,
Indiana,2020-10-20,,estimate,0.006,0.05,0.033,0.047,0.039,0.044,0.037,0.033,0.014,,,,,,
New Mexico,2020-11-03,,estimate,0.006,0.051,0.018,0.036,0.027,0.034,0.029,0.029,0.014,,,,,,
Florida,2020-11-01,,estimate,0.006,0.051,0.02,0.037,0.023,0.029,0.028,0.028,0.014,,,,,,
Kentucky,2020-11-08,,estimate based on partial data,0.006,0.053,0.02,0.037,0.029,0.036,0.03,0.03,0.015,,,,,,
Kansas,2020-10-18,,estimate,0.006,0.053,0.023,0.04,0.03,0.036,0.031,0.03,0.015,,,,,,
Montana,2020-11-05,,estimate based on partial data,0.006,0.057,0.019,0.04,0.024,0.031,0.03,0.031,0.016,,,,,,
Alaska,2020-11-09,,estimate based on partial data,0.006,0.059,0.025,0.042,0.033,0.039,0.034,0.032,0.017,,,,,,
Tennessee,2020-11-07,,estimate based on partial data,0.006,0.066,0.018,0.038,0.022,0.029,0.031,0.035,0.02,,,,,,
Tennessee,2020-11-08,,estimate based on partial data,0.006,0.07,0.017,0.038,0.021,0.028,0.031,0.035,0.022,,,,,,
Missouri,2020-11-09,,estimate based on partial data,0.006,0.074,0.025,0.05,0.033,0.042,0.039,0.039,0.021,,,,,,
Rhode Island,2020-11-03,,estimate,0.006,0.075,0.025,0.048,0.028,0.036,0.037,0.038,0.022,,,,,,
District of Columbia,2020-11-11,,estimate based on partial data,0.006,0.076,0.025,0.05,0.03,0.04,0.04,0.042,0.022,,,,,,
District of Columbia,2020-11-12,,estimate based on partial data,0.006,0.081,0.024,0.051,0.027,0.037,0.04,0.042,0.024,,,,,,
Oregon,2020-11-12,,estimate based on partial data,0.006,0.087,0.031,0.059,0.041,0.051,0.045,0.044,0.025,,,,,,
Maryland,2020-11-13,,estimate based on partial data,0.006,0.105,0.041,0.076,0.049,0.06,0.057,0.058,0.031,,,,,,
Kansas,2020-11-10,,estimate based on partial data,0.006,0.118,0.028,0.066,0.04,0.053,0.054,0.061,0.039,,,,,,
Louisiana,2020-11-09,,estimate based on partial data,0.006,0.142,0.025,0.075,0.038,0.056,0.062,0.072,0.047,,,,,,
Idaho,2020-09-10,,estimate,0.007,0.029,0.013,0.021,0.015,0.018,0.017,0.018,0.007,,,,,,
Kentucky,2020-09-27,,estimate,0.007,0.029,0.013,0.021,0.015,0.018,0.017,0.018,0.007,,,,,,
Utah,2020-10-13,,estimate,0.007,0.031,0.014,0.024,0.018,0.021,0.019,0.019,0.008,,,,,,
Tennessee,2020-10-13,,estimate,0.007,0.032,0.014,0.023,0.016,0.02,0.019,0.019,0.008,,,,,,
Tennessee,2020-10-12,,estimate,0.007,0.032,0.014,0.024,0.018,0.021,0.019,0.019,0.008,,,,,,
Utah,2020-10-14,,estimate,0.007,0.032,0.016,0.025,0.019,0.023,0.02,0.02,0.008,,,,,,
Tennessee,2020-10-11,,estimate,0.007,0.033,0.014,0.023,0.017,0.021,0.019,0.02,0.008,,,,,,
Indiana,2020-09-21,,estimate,0.007,0.033,0.014,0.025,0.018,0.022,0.021,0.021,0.008,,,,,,
California,2020-10-15,,estimate,0.007,0.033,0.015,0.025,0.019,0.022,0.02,0.02,0.008,,,,,,
Tennessee,2020-10-08,,estimate,0.007,0.034,0.013,0.023,0.016,0.019,0.02,0.021,0.009,,,,,,
Oregon,2020-10-15,,estimate,0.007,0.034,0.018,0.028,0.022,0.026,0.021,0.021,0.008,,,,,,
Tennessee,2020-10-06,,estimate,0.007,0.035,0.013,0.023,0.014,0.018,0.019,0.021,0.009,,,,,,
Alabama,2020-10-18,,estimate,0.007,0.035,0.015,0.026,0.017,0.021,0.02,0.021,0.009,,,,,,
Washington,2020-10-15,,estimate,0.007,0.035,0.018,0.029,0.019,0.023,0.022,0.022,0.009,,,,,,
Tennessee,2020-10-04,,estimate,0.007,0.036,0.012,0.022,0.014,0.018,0.019,0.02,0.01,,,,,,
Massachusetts,2020-09-12,,estimate,0.007,0.036,0.013,0.022,0.017,0.021,0.02,0.021,0.01,,,,,,
Alabama,2020-10-17,,estimate,0.007,0.036,0.015,0.026,0.018,0.022,0.021,0.021,0.009,,,,,,
Missouri,2020-10-14,,estimate,0.007,0.036,0.017,0.028,0.019,0.023,0.022,0.022,0.009,,,,,,
Tennessee,2020-10-27,,estimate,0.007,0.036,0.017,0.028,0.021,0.025,0.022,0.022,0.009,,,,,,
South Dakota,2020-10-31,,estimate,0.007,0.036,0.017,0.029,0.021,0.025,0.022,0.022,0.009,,,,,,
District of Columbia,2020-10-16,,estimate,0.007,0.036,0.018,0.028,0.022,0.026,0.023,0.022,0.009,,,,,,
South Dakota,2020-10-30,,estimate,0.007,0.036,0.018,0.029,0.022,0.026,0.023,0.022,0.009,,,,,,
Texas,2020-10-15,,estimate,0.007,0.037,0.012,0.023,0.017,0.021,0.02,0.021,0.01,,,,,,
Massachusetts,2020-09-13,,estimate,0.007,0.037,0.013,0.023,0.017,0.02,0.02,0.022,0.01,,,,,,
