state,date,type,median,lower_90,upper_90,lower_50,upper_50
New Mexico,2020-08-06,estimate,0.87,0.81,0.94,0.85,0.9
New Mexico,2020-08-07,estimate,0.88,0.81,0.95,0.85,0.91
New Mexico,2020-08-08,estimate,0.88,0.82,0.95,0.85,0.91
New Mexico,2020-08-09,estimate,0.89,0.82,0.97,0.86,0.92
New Mexico,2020-08-10,estimate,0.9,0.82,0.97,0.86,0.92
New Mexico,2020-08-11,estimate,0.9,0.82,0.98,0.87,0.93
New Mexico,2020-08-12,estimate,0.91,0.83,0.99,0.87,0.93
New Mexico,2020-08-13,estimate,0.91,0.83,1,0.87,0.94
New Mexico,2020-08-14,estimate,0.92,0.83,1.02,0.88,0.95
New Mexico,2020-08-15,estimate,0.92,0.83,1.03,0.88,0.95
New Mexico,2020-08-16,estimate based on partial data,0.93,0.83,1.04,0.88,0.96
New Mexico,2020-08-17,estimate based on partial data,0.93,0.83,1.06,0.87,0.96
New Mexico,2020-08-18,estimate based on partial data,0.94,0.83,1.07,0.88,0.98
New Mexico,2020-08-19,estimate based on partial data,0.94,0.82,1.08,0.87,0.98
New Mexico,2020-08-20,estimate based on partial data,0.94,0.8,1.09,0.87,0.98
New Mexico,2020-08-21,estimate based on partial data,0.94,0.79,1.1,0.86,0.98
New Mexico,2020-08-22,estimate based on partial data,0.94,0.79,1.11,0.86,0.99
New Mexico,2020-08-23,estimate based on partial data,0.94,0.78,1.13,0.86,0.99
New Mexico,2020-08-24,estimate based on partial data,0.94,0.78,1.15,0.85,0.99
New Mexico,2020-08-25,estimate based on partial data,0.94,0.77,1.16,0.86,1.01
New Mexico,2020-08-26,estimate based on partial data,0.95,0.76,1.18,0.84,1
New Mexico,2020-08-27,estimate based on partial data,0.95,0.72,1.17,0.85,1.01
New Mexico,2020-08-28,estimate based on partial data,0.95,0.7,1.17,0.84,1.01
New Mexico,2020-08-29,forecast,0.95,0.7,1.17,0.84,1.01
New Mexico,2020-08-30,forecast,0.95,0.7,1.17,0.84,1.01
New Mexico,2020-08-31,forecast,0.95,0.7,1.17,0.84,1.01
New Mexico,2020-09-01,forecast,0.95,0.7,1.17,0.84,1.01
New Mexico,2020-09-02,forecast,0.95,0.7,1.17,0.84,1.01
New Mexico,2020-09-03,forecast,0.95,0.7,1.17,0.84,1.01
New Mexico,2020-09-04,forecast,0.95,0.7,1.17,0.84,1.01
New Mexico,2020-09-05,forecast,0.95,0.7,1.17,0.84,1.01
New Mexico,2020-09-06,forecast,0.95,0.7,1.17,0.84,1.01
New Mexico,2020-09-07,forecast,0.95,0.7,1.17,0.84,1.01
New Mexico,2020-09-08,forecast,0.95,0.7,1.17,0.84,1.01
New Mexico,2020-09-09,forecast,0.95,0.7,1.17,0.84,1.01
New Mexico,2020-09-10,forecast,0.95,0.7,1.17,0.84,1.01
New Mexico,2020-09-11,forecast,0.95,0.7,1.17,0.84,1.01
New York,2020-06-19,estimate,1.01,0.93,1.05,1,1.03
New York,2020-06-20,estimate,1.01,0.93,1.05,1,1.03
New York,2020-06-21,estimate,1.01,0.93,1.05,1,1.03
New York,2020-06-22,estimate,1.01,0.93,1.05,1,1.03
New York,2020-06-23,estimate,1.01,0.93,1.04,1,1.03
New York,2020-06-24,estimate,1.01,0.94,1.05,1,1.03
New York,2020-06-25,estimate,1,0.94,1.04,1,1.03
New York,2020-06-26,estimate,1.01,0.95,1.04,1,1.02
New York,2020-06-27,estimate,1.01,0.96,1.05,1,1.02
New York,2020-06-28,estimate,1.01,0.96,1.05,1,1.02
New York,2020-06-29,estimate,1.01,0.96,1.05,1,1.02
New York,2020-06-30,estimate,1.01,0.96,1.05,0.99,1.02
New York,2020-07-01,estimate,1.01,0.97,1.06,1,1.02
New York,2020-07-02,estimate,1.01,0.96,1.06,0.99,1.02
New York,2020-07-03,estimate,1.01,0.96,1.06,0.99,1.02
New York,2020-07-04,estimate,1.01,0.96,1.06,0.99,1.02
New York,2020-07-05,estimate,1.01,0.97,1.07,0.99,1.02
New York,2020-07-06,estimate,1.01,0.97,1.07,0.99,1.02
New York,2020-07-07,estimate,1.01,0.97,1.06,0.99,1.02
New York,2020-07-08,estimate,1.01,0.96,1.06,0.99,1.02
New York,2020-07-09,estimate,1,0.96,1.06,0.99,1.02
New York,2020-07-10,estimate,1,0.96,1.05,0.99,1.01
New York,2020-07-11,estimate,1,0.95,1.05,0.99,1.01
New York,2020-07-12,estimate,1,0.95,1.04,0.99,1.01
New York,2020-07-13,estimate,1,0.96,1.05,0.98,1.01
New York,2020-07-14,estimate,1,0.95,1.04,0.98,1.01
New York,2020-07-15,estimate,0.99,0.95,1.04,0.98,1.01
New York,2020-07-16,estimate,0.99,0.95,1.04,0.98,1.01
New York,2020-07-17,estimate,0.99,0.95,1.03,0.98,1.01
New York,2020-07-18,estimate,0.99,0.94,1.03,0.98,1.01
New York,2020-07-19,estimate,0.99,0.94,1.03,0.97,1
New York,2020-07-20,estimate,0.99,0.94,1.03,0.98,1.01
New York,2020-07-21,estimate,0.99,0.94,1.02,0.98,1.01
New York,2020-07-22,estimate,0.99,0.94,1.02,0.98,1
New York,2020-07-23,estimate,0.99,0.94,1.03,0.98,1.01
New York,2020-07-24,estimate,0.99,0.93,1.02,0.97,1
New York,2020-07-25,estimate,0.99,0.93,1.02,0.97,1
New York,2020-07-26,estimate,0.99,0.94,1.02,0.97,1
New York,2020-07-27,estimate,0.99,0.94,1.03,0.97,1
New York,2020-07-28,estimate,0.99,0.94,1.03,0.97,1
New York,2020-07-29,estimate,0.99,0.94,1.03,0.97,1
New York,2020-07-30,estimate,0.99,0.94,1.03,0.97,1
New York,2020-07-31,estimate,0.99,0.94,1.03,0.97,1
New York,2020-08-01,estimate,0.99,0.94,1.02,0.97,1
New York,2020-08-02,estimate,0.99,0.94,1.02,0.97,1
New York,2020-08-03,estimate,0.99,0.95,1.03,0.97,1
New York,2020-08-04,estimate,0.99,0.94,1.03,0.97,1
New York,2020-08-05,estimate,0.99,0.95,1.03,0.97,1
New York,2020-08-06,estimate,0.99,0.94,1.03,0.97,1
New York,2020-08-07,estimate,0.99,0.94,1.03,0.97,1
New York,2020-08-08,estimate,0.99,0.94,1.03,0.97,1
New York,2020-08-09,estimate,0.99,0.94,1.04,0.97,1
New York,2020-08-10,estimate,0.99,0.94,1.03,0.97,1
New York,2020-08-11,estimate,0.99,0.94,1.04,0.97,1
New York,2020-08-12,estimate,0.98,0.94,1.04,0.97,1
New York,2020-08-13,estimate,0.98,0.94,1.04,0.96,1
New York,2020-08-14,estimate,0.98,0.93,1.04,0.97,1
New York,2020-08-15,estimate,0.98,0.93,1.04,0.97,1.01
New York,2020-08-16,estimate based on partial data,0.98,0.92,1.04,0.97,1.01
New York,2020-08-17,estimate based on partial data,0.99,0.92,1.04,0.96,1.01
New York,2020-08-18,estimate based on partial data,0.99,0.92,1.05,0.97,1.01
New York,2020-08-19,estimate based on partial data,0.99,0.92,1.06,0.97,1.01
New York,2020-08-20,estimate based on partial data,0.99,0.91,1.06,0.96,1.01
New York,2020-08-21,estimate based on partial data,0.99,0.91,1.08,0.96,1.01
New York,2020-08-22,estimate based on partial data,0.99,0.9,1.08,0.96,1.01
New York,2020-08-23,estimate based on partial data,0.99,0.88,1.09,0.95,1.01
New York,2020-08-24,estimate based on partial data,0.99,0.89,1.11,0.95,1.01
New York,2020-08-25,estimate based on partial data,0.99,0.86,1.1,0.96,1.02
New York,2020-08-26,estimate based on partial data,0.99,0.86,1.12,0.95,1.02
New York,2020-08-27,estimate based on partial data,0.99,0.86,1.13,0.95,1.02
New York,2020-08-28,estimate based on partial data,0.99,0.84,1.13,0.95,1.02
New York,2020-08-29,forecast,0.99,0.84,1.13,0.95,1.02
New York,2020-08-30,forecast,0.99,0.84,1.13,0.95,1.02
New York,2020-08-31,forecast,0.99,0.84,1.13,0.95,1.02
New York,2020-09-01,forecast,0.99,0.84,1.13,0.95,1.02
New York,2020-09-02,forecast,0.99,0.84,1.13,0.95,1.02
New York,2020-09-03,forecast,0.99,0.84,1.13,0.95,1.02
New York,2020-09-04,forecast,0.99,0.84,1.13,0.95,1.02
New York,2020-09-05,forecast,0.99,0.84,1.13,0.95,1.02
New York,2020-09-06,forecast,0.99,0.84,1.13,0.95,1.02
New York,2020-09-07,forecast,0.99,0.84,1.13,0.95,1.02
New York,2020-09-08,forecast,0.99,0.84,1.13,0.95,1.02
New York,2020-09-09,forecast,0.99,0.84,1.13,0.95,1.02
New York,2020-09-10,forecast,0.99,0.84,1.13,0.95,1.02
New York,2020-09-11,forecast,0.99,0.84,1.13,0.95,1.02
North Carolina,2020-06-19,estimate,1.05,0.97,1.11,1.03,1.09
North Carolina,2020-06-20,estimate,1.04,0.96,1.11,1.02,1.08
North Carolina,2020-06-21,estimate,1.04,0.96,1.1,1.03,1.09
North Carolina,2020-06-22,estimate,1.04,0.97,1.1,1.03,1.08
North Carolina,2020-06-23,estimate,1.04,0.97,1.1,1.03,1.08
North Carolina,2020-06-24,estimate,1.04,0.98,1.1,1.02,1.07
North Carolina,2020-06-25,estimate,1.04,0.98,1.1,1.02,1.07
North Carolina,2020-06-26,estimate,1.05,0.99,1.11,1.03,1.07
North Carolina,2020-06-27,estimate,1.05,1,1.11,1.03,1.07
North Carolina,2020-06-28,estimate,1.06,1,1.11,1.03,1.08
North Carolina,2020-06-29,estimate,1.06,1,1.12,1.03,1.08
North Carolina,2020-06-30,estimate,1.06,1,1.12,1.04,1.08
North Carolina,2020-07-01,estimate,1.06,1.01,1.13,1.04,1.09
North Carolina,2020-07-02,estimate,1.06,1,1.13,1.03,1.08
North Carolina,2020-07-03,estimate,1.06,1.01,1.14,1.03,1.08
North Carolina,2020-07-04,estimate,1.06,1.01,1.14,1.03,1.08
North Carolina,2020-07-05,estimate,1.06,1,1.14,1.03,1.08
North Carolina,2020-07-06,estimate,1.06,1,1.13,1.02,1.07
North Carolina,2020-07-07,estimate,1.05,0.99,1.13,1.01,1.07
North Carolina,2020-07-08,estimate,1.05,0.99,1.12,1.01,1.07
North Carolina,2020-07-09,estimate,1.04,0.98,1.11,1.01,1.06
North Carolina,2020-07-10,estimate,1.03,0.97,1.1,1,1.05
North Carolina,2020-07-11,estimate,1.02,0.97,1.09,0.99,1.04
North Carolina,2020-07-12,estimate,1.02,0.96,1.08,0.99,1.03
North Carolina,2020-07-13,estimate,1.01,0.95,1.06,0.98,1.02
North Carolina,2020-07-14,estimate,1,0.94,1.05,0.98,1.02
North Carolina,2020-07-15,estimate,0.99,0.93,1.04,0.97,1.01
North Carolina,2020-07-16,estimate,0.98,0.92,1.03,0.96,1
North Carolina,2020-07-17,estimate,0.97,0.91,1.02,0.95,0.99
North Carolina,2020-07-18,estimate,0.96,0.9,1,0.93,0.98
North Carolina,2020-07-19,estimate,0.95,0.89,1,0.93,0.97
North Carolina,2020-07-20,estimate,0.94,0.88,0.99,0.92,0.97
North Carolina,2020-07-21,estimate,0.93,0.87,0.99,0.92,0.96
North Carolina,2020-07-22,estimate,0.93,0.87,0.99,0.9,0.95
North Carolina,2020-07-23,estimate,0.92,0.86,0.98,0.9,0.95
North Carolina,2020-07-24,estimate,0.92,0.85,0.98,0.9,0.95
North Carolina,2020-07-25,estimate,0.92,0.86,0.98,0.9,0.95
North Carolina,2020-07-26,estimate,0.91,0.86,0.98,0.89,0.94
North Carolina,2020-07-27,estimate,0.91,0.85,0.97,0.89,0.94
North Carolina,2020-07-28,estimate,0.91,0.85,0.97,0.89,0.94
North Carolina,2020-07-29,estimate,0.92,0.85,0.97,0.89,0.94
North Carolina,2020-07-30,estimate,0.92,0.86,0.98,0.9,0.95
North Carolina,2020-07-31,estimate,0.92,0.86,0.98,0.9,0.95
North Carolina,2020-08-01,estimate,0.93,0.87,0.98,0.91,0.96
North Carolina,2020-08-02,estimate,0.93,0.87,0.99,0.91,0.96
North Carolina,2020-08-03,estimate,0.94,0.88,1,0.93,0.97
North Carolina,2020-08-04,estimate,0.95,0.88,1,0.93,0.98
North Carolina,2020-08-05,estimate,0.96,0.89,1.02,0.94,0.99
North Carolina,2020-08-06,estimate,0.97,0.9,1.02,0.94,0.99
North Carolina,2020-08-07,estimate,0.97,0.9,1.03,0.95,0.99
North Carolina,2020-08-08,estimate,0.98,0.92,1.04,0.96,1.01
North Carolina,2020-08-09,estimate,0.99,0.93,1.06,0.97,1.01
North Carolina,2020-08-10,estimate,1,0.93,1.06,0.97,1.02
North Carolina,2020-08-11,estimate,1.01,0.95,1.09,0.98,1.03
North Carolina,2020-08-12,estimate,1.02,0.96,1.1,0.99,1.05
North Carolina,2020-08-13,estimate,1.03,0.96,1.1,0.99,1.05
North Carolina,2020-08-14,estimate,1.04,0.97,1.12,1,1.05
North Carolina,2020-08-15,estimate,1.04,0.96,1.12,1.01,1.07
North Carolina,2020-08-16,estimate based on partial data,1.05,0.97,1.14,1.01,1.08
North Carolina,2020-08-17,estimate based on partial data,1.06,0.97,1.15,1.01,1.09
North Carolina,2020-08-18,estimate based on partial data,1.06,0.95,1.15,1.01,1.09
North Carolina,2020-08-19,estimate based on partial data,1.06,0.95,1.17,1.01,1.09
North Carolina,2020-08-20,estimate based on partial data,1.06,0.96,1.19,1.01,1.11
North Carolina,2020-08-21,estimate based on partial data,1.06,0.94,1.2,1,1.1
North Carolina,2020-08-22,estimate based on partial data,1.06,0.94,1.22,0.99,1.1
North Carolina,2020-08-23,estimate based on partial data,1.06,0.94,1.25,0.99,1.11
North Carolina,2020-08-24,estimate based on partial data,1.06,0.91,1.25,0.98,1.1
North Carolina,2020-08-25,estimate based on partial data,1.06,0.86,1.24,0.97,1.11
North Carolina,2020-08-26,estimate based on partial data,1.06,0.87,1.28,0.97,1.11
North Carolina,2020-08-27,estimate based on partial data,1.05,0.85,1.3,0.95,1.1
North Carolina,2020-08-28,estimate based on partial data,1.05,0.82,1.3,0.95,1.1
North Carolina,2020-08-29,forecast,1.05,0.82,1.3,0.95,1.1
North Carolina,2020-08-30,forecast,1.05,0.82,1.3,0.95,1.1
North Carolina,2020-08-31,forecast,1.05,0.82,1.3,0.95,1.1
North Carolina,2020-09-01,forecast,1.05,0.82,1.3,0.95,1.1
North Carolina,2020-09-02,forecast,1.05,0.82,1.3,0.95,1.1
North Carolina,2020-09-03,forecast,1.05,0.82,1.3,0.95,1.1
North Carolina,2020-09-04,forecast,1.05,0.82,1.3,0.95,1.1
North Carolina,2020-09-05,forecast,1.05,0.82,1.3,0.95,1.1
North Carolina,2020-09-06,forecast,1.05,0.82,1.3,0.95,1.1
North Carolina,2020-09-07,forecast,1.05,0.82,1.3,0.95,1.1
North Carolina,2020-09-08,forecast,1.05,0.82,1.3,0.95,1.1
North Carolina,2020-09-09,forecast,1.05,0.82,1.3,0.95,1.1
North Carolina,2020-09-10,forecast,1.05,0.82,1.3,0.95,1.1
North Carolina,2020-09-11,forecast,1.05,0.82,1.3,0.95,1.1
North Dakota,2020-06-19,estimate,1.11,1.01,1.18,1.09,1.15
North Dakota,2020-06-20,estimate,1.12,1.02,1.19,1.1,1.15
North Dakota,2020-06-21,estimate,1.12,1.03,1.2,1.1,1.15
North Dakota,2020-06-22,estimate,1.13,1.04,1.2,1.11,1.16
North Dakota,2020-06-23,estimate,1.14,1.05,1.21,1.12,1.17
North Dakota,2020-06-24,estimate,1.14,1.06,1.22,1.11,1.16
North Dakota,2020-06-25,estimate,1.15,1.09,1.24,1.12,1.17
North Dakota,2020-06-26,estimate,1.16,1.1,1.24,1.13,1.18
North Dakota,2020-06-27,estimate,1.17,1.1,1.25,1.13,1.19
North Dakota,2020-06-28,estimate,1.18,1.11,1.27,1.13,1.19
North Dakota,2020-06-29,estimate,1.19,1.12,1.29,1.13,1.21
North Dakota,2020-06-30,estimate,1.19,1.11,1.29,1.13,1.2
North Dakota,2020-07-01,estimate,1.2,1.12,1.31,1.12,1.21
North Dakota,2020-07-02,estimate,1.2,1.11,1.31,1.13,1.22
North Dakota,2020-07-03,estimate,1.2,1.11,1.31,1.12,1.22
North Dakota,2020-07-04,estimate,1.2,1.11,1.32,1.12,1.21
North Dakota,2020-07-05,estimate,1.2,1.11,1.32,1.13,1.22
North Dakota,2020-07-06,estimate,1.2,1.1,1.31,1.12,1.21
North Dakota,2020-07-07,estimate,1.19,1.1,1.3,1.12,1.21
North Dakota,2020-07-08,estimate,1.18,1.1,1.29,1.12,1.2
North Dakota,2020-07-09,estimate,1.17,1.1,1.28,1.12,1.19
North Dakota,2020-07-10,estimate,1.16,1.09,1.26,1.12,1.18
North Dakota,2020-07-11,estimate,1.15,1.08,1.24,1.12,1.18
North Dakota,2020-07-12,estimate,1.14,1.08,1.22,1.11,1.16
North Dakota,2020-07-13,estimate,1.13,1.06,1.2,1.1,1.15
North Dakota,2020-07-14,estimate,1.12,1.05,1.19,1.09,1.14
North Dakota,2020-07-15,estimate,1.11,1.04,1.18,1.08,1.13
North Dakota,2020-07-16,estimate,1.1,1.03,1.17,1.08,1.13
North Dakota,2020-07-17,estimate,1.09,1.01,1.16,1.07,1.12
North Dakota,2020-07-18,estimate,1.08,0.99,1.14,1.06,1.11
North Dakota,2020-07-19,estimate,1.07,0.98,1.13,1.05,1.11
North Dakota,2020-07-20,estimate,1.06,0.97,1.12,1.04,1.11
North Dakota,2020-07-21,estimate,1.05,0.96,1.12,1.04,1.1
North Dakota,2020-07-22,estimate,1.04,0.95,1.12,1.03,1.1
North Dakota,2020-07-23,estimate,1.04,0.95,1.12,1.02,1.09
North Dakota,2020-07-24,estimate,1.03,0.95,1.12,1.02,1.09
North Dakota,2020-07-25,estimate,1.03,0.95,1.12,1.01,1.09
North Dakota,2020-07-26,estimate,1.03,0.94,1.12,1.01,1.08
North Dakota,2020-07-27,estimate,1.03,0.95,1.12,1.01,1.08
North Dakota,2020-07-28,estimate,1.03,0.95,1.12,1,1.07
North Dakota,2020-07-29,estimate,1.03,0.95,1.11,1,1.07
North Dakota,2020-07-30,estimate,1.03,0.95,1.11,1.01,1.08
North Dakota,2020-07-31,estimate,1.04,0.96,1.11,1.02,1.08
North Dakota,2020-08-01,estimate,1.04,0.97,1.12,1.02,1.09
North Dakota,2020-08-02,estimate,1.05,0.96,1.11,1.03,1.09
North Dakota,2020-08-03,estimate,1.05,0.97,1.12,1.03,1.09
North Dakota,2020-08-04,estimate,1.06,0.98,1.12,1.04,1.1
North Dakota,2020-08-05,estimate,1.06,0.99,1.13,1.04,1.09
North Dakota,2020-08-06,estimate,1.07,0.99,1.14,1.04,1.1
North Dakota,2020-08-07,estimate,1.07,1,1.14,1.06,1.11
North Dakota,2020-08-08,estimate,1.08,1.01,1.16,1.06,1.11
North Dakota,2020-08-09,estimate,1.09,1.01,1.16,1.06,1.11
North Dakota,2020-08-10,estimate,1.09,1.03,1.18,1.07,1.12
North Dakota,2020-08-11,estimate,1.1,1.03,1.19,1.06,1.12
North Dakota,2020-08-12,estimate,1.1,1.03,1.19,1.07,1.13
North Dakota,2020-08-13,estimate,1.11,1.04,1.21,1.07,1.14
North Dakota,2020-08-14,estimate,1.12,1.04,1.22,1.08,1.14
North Dakota,2020-08-15,estimate,1.13,1.04,1.24,1.08,1.15
North Dakota,2020-08-16,estimate based on partial data,1.13,1.04,1.25,1.08,1.16
North Dakota,2020-08-17,estimate based on partial data,1.14,1.04,1.27,1.08,1.17
North Dakota,2020-08-18,estimate based on partial data,1.14,1.04,1.29,1.07,1.17
North Dakota,2020-08-19,estimate based on partial data,1.15,1.03,1.31,1.07,1.18
North Dakota,2020-08-20,estimate based on partial data,1.15,1.02,1.32,1.08,1.19
North Dakota,2020-08-21,estimate based on partial data,1.15,1.01,1.34,1.07,1.19
North Dakota,2020-08-22,estimate based on partial data,1.16,1.01,1.36,1.07,1.19
North Dakota,2020-08-23,estimate based on partial data,1.16,1.01,1.38,1.05,1.18
North Dakota,2020-08-24,estimate based on partial data,1.16,1.01,1.41,1.05,1.19
North Dakota,2020-08-25,estimate based on partial data,1.16,1,1.42,1.05,1.19
North Dakota,2020-08-26,estimate based on partial data,1.16,0.99,1.45,1.05,1.2
North Dakota,2020-08-27,estimate based on partial data,1.16,0.98,1.46,1.03,1.19
North Dakota,2020-08-28,estimate based on partial data,1.16,0.95,1.46,1.03,1.19
North Dakota,2020-08-29,forecast,1.16,0.95,1.46,1.03,1.19
North Dakota,2020-08-30,forecast,1.16,0.95,1.46,1.03,1.19
North Dakota,2020-08-31,forecast,1.16,0.95,1.46,1.03,1.19
North Dakota,2020-09-01,forecast,1.16,0.95,1.46,1.03,1.19
North Dakota,2020-09-02,forecast,1.16,0.95,1.46,1.03,1.19
North Dakota,2020-09-03,forecast,1.16,0.95,1.46,1.03,1.19
North Dakota,2020-09-04,forecast,1.16,0.95,1.46,1.03,1.19
North Dakota,2020-09-05,forecast,1.16,0.95,1.46,1.03,1.19
North Dakota,2020-09-06,forecast,1.16,0.95,1.46,1.03,1.19
North Dakota,2020-09-07,forecast,1.16,0.95,1.46,1.03,1.19
North Dakota,2020-09-08,forecast,1.16,0.95,1.46,1.03,1.19
North Dakota,2020-09-09,forecast,1.16,0.95,1.46,1.03,1.19
North Dakota,2020-09-10,forecast,1.16,0.95,1.46,1.03,1.19
North Dakota,2020-09-11,forecast,1.16,0.95,1.46,1.03,1.19
Northern Mariana Islands,2020-06-21,estimate,1.16,0.91,1.41,1.08,1.24
Northern Mariana Islands,2020-06-22,estimate,1.18,0.93,1.45,1.09,1.25
Northern Mariana Islands,2020-06-23,estimate,1.19,0.92,1.47,1.09,1.25
Northern Mariana Islands,2020-06-24,estimate,1.2,0.96,1.52,1.09,1.26
Northern Mariana Islands,2020-06-25,estimate,1.21,0.94,1.53,1.09,1.27
Northern Mariana Islands,2020-06-26,estimate,1.22,0.97,1.59,1.09,1.28
Northern Mariana Islands,2020-06-27,estimate,1.23,0.99,1.63,1.1,1.29
Northern Mariana Islands,2020-06-28,estimate,1.24,1,1.67,1.09,1.29
Northern Mariana Islands,2020-06-29,estimate,1.24,1.01,1.71,1.08,1.28
Northern Mariana Islands,2020-06-30,estimate,1.24,0.99,1.7,1.08,1.29
Northern Mariana Islands,2020-07-01,estimate,1.24,0.96,1.67,1.07,1.29
Northern Mariana Islands,2020-07-02,estimate,1.24,0.98,1.69,1.08,1.3
Northern Mariana Islands,2020-07-03,estimate,1.24,0.97,1.7,1.07,1.29
Northern Mariana Islands,2020-07-04,estimate,1.23,0.97,1.7,1.09,1.3
Northern Mariana Islands,2020-07-05,estimate,1.23,0.96,1.67,1.08,1.29
Northern Mariana Islands,2020-07-06,estimate,1.22,0.97,1.67,1.07,1.27
Northern Mariana Islands,2020-07-07,estimate,1.21,0.97,1.65,1.07,1.27
Northern Mariana Islands,2020-07-08,estimate,1.2,0.94,1.6,1.07,1.27
Northern Mariana Islands,2020-07-09,estimate,1.19,0.92,1.57,1.06,1.25
Northern Mariana Islands,2020-07-10,estimate,1.18,0.95,1.56,1.05,1.24
Northern Mariana Islands,2020-07-11,estimate,1.16,0.94,1.53,1.04,1.23
Northern Mariana Islands,2020-07-12,estimate,1.15,0.93,1.5,1.04,1.22
Northern Mariana Islands,2020-07-13,estimate,1.14,0.91,1.47,1.04,1.21
Northern Mariana Islands,2020-07-14,estimate,1.13,0.87,1.43,1.03,1.2
Northern Mariana Islands,2020-07-15,estimate,1.12,0.86,1.41,1.04,1.2
Northern Mariana Islands,2020-07-16,estimate,1.11,0.86,1.4,1,1.16
Northern Mariana Islands,2020-07-17,estimate,1.1,0.84,1.36,1,1.16
Northern Mariana Islands,2020-07-18,estimate,1.09,0.83,1.34,0.99,1.16
Northern Mariana Islands,2020-07-19,estimate,1.08,0.83,1.33,0.97,1.14
Northern Mariana Islands,2020-07-20,estimate,1.07,0.8,1.3,0.97,1.13
Northern Mariana Islands,2020-07-21,estimate,1.06,0.83,1.31,0.97,1.13
Northern Mariana Islands,2020-07-22,estimate,1.05,0.79,1.27,0.97,1.14
Northern Mariana Islands,2020-07-23,estimate,1.04,0.77,1.25,0.96,1.12
Northern Mariana Islands,2020-07-24,estimate,1.03,0.78,1.25,0.94,1.1
Northern Mariana Islands,2020-07-25,estimate,1.01,0.75,1.24,0.94,1.1
Northern Mariana Islands,2020-07-26,estimate,1,0.74,1.23,0.92,1.09
Northern Mariana Islands,2020-07-27,estimate,0.99,0.71,1.21,0.92,1.1
Northern Mariana Islands,2020-07-28,estimate,0.98,0.68,1.19,0.91,1.09
Northern Mariana Islands,2020-07-29,estimate,0.96,0.68,1.19,0.88,1.07
Northern Mariana Islands,2020-07-30,estimate,0.95,0.65,1.17,0.87,1.07
Northern Mariana Islands,2020-07-31,estimate,0.94,0.63,1.16,0.88,1.08
Northern Mariana Islands,2020-08-01,estimate,0.92,0.64,1.17,0.82,1.03
Northern Mariana Islands,2020-08-02,estimate,0.91,0.6,1.15,0.81,1.03
Northern Mariana Islands,2020-08-03,estimate,0.9,0.58,1.15,0.77,0.99
Northern Mariana Islands,2020-08-04,estimate,0.88,0.57,1.15,0.77,1
Northern Mariana Islands,2020-08-05,estimate,0.87,0.54,1.15,0.76,1
Northern Mariana Islands,2020-08-06,estimate,0.86,0.51,1.14,0.76,1
Northern Mariana Islands,2020-08-07,estimate,0.84,0.5,1.14,0.75,1
Northern Mariana Islands,2020-08-08,estimate,0.83,0.49,1.13,0.73,1
Northern Mariana Islands,2020-08-09,estimate,0.82,0.46,1.13,0.73,1
Northern Mariana Islands,2020-08-10,estimate,0.81,0.43,1.12,0.69,0.98
Northern Mariana Islands,2020-08-11,estimate,0.81,0.43,1.14,0.71,1
Northern Mariana Islands,2020-08-12,estimate,0.8,0.39,1.12,0.7,1.01
Northern Mariana Islands,2020-08-13,estimate,0.79,0.37,1.13,0.68,1
Northern Mariana Islands,2020-08-14,estimate,0.79,0.34,1.12,0.67,0.99
Northern Mariana Islands,2020-08-15,estimate,0.78,0.33,1.12,0.65,0.99
Northern Mariana Islands,2020-08-16,estimate based on partial data,0.78,0.32,1.14,0.65,1
Northern Mariana Islands,2020-08-17,estimate based on partial data,0.77,0.34,1.18,0.66,1.02
Northern Mariana Islands,2020-08-18,estimate based on partial data,0.77,0.29,1.15,0.63,0.99
Northern Mariana Islands,2020-08-19,estimate based on partial data,0.77,0.29,1.17,0.62,0.99
Northern Mariana Islands,2020-08-20,estimate based on partial data,0.77,0.25,1.14,0.62,1
Northern Mariana Islands,2020-08-21,estimate based on partial data,0.77,0.24,1.14,0.62,1.01
Northern Mariana Islands,2020-08-22,estimate based on partial data,0.77,0.21,1.15,0.64,1.04
Northern Mariana Islands,2020-08-23,estimate based on partial data,0.77,0.23,1.19,0.58,0.99
Northern Mariana Islands,2020-08-24,estimate based on partial data,0.77,0.21,1.18,0.58,1
Northern Mariana Islands,2020-08-25,estimate based on partial data,0.77,0.19,1.17,0.56,0.99
Northern Mariana Islands,2020-08-26,estimate based on partial data,0.77,0.19,1.2,0.56,1
Northern Mariana Islands,2020-08-27,estimate based on partial data,0.77,0.16,1.2,0.58,1.02
Northern Mariana Islands,2020-08-28,estimate based on partial data,0.77,0.15,1.22,0.61,1.07
Northern Mariana Islands,2020-08-29,forecast,0.77,0.15,1.22,0.61,1.07
Northern Mariana Islands,2020-08-30,forecast,0.77,0.15,1.22,0.61,1.07
Northern Mariana Islands,2020-08-31,forecast,0.77,0.15,1.22,0.61,1.07
Northern Mariana Islands,2020-09-01,forecast,0.77,0.15,1.22,0.61,1.07
Northern Mariana Islands,2020-09-02,forecast,0.77,0.15,1.22,0.61,1.07
Northern Mariana Islands,2020-09-03,forecast,0.77,0.15,1.22,0.61,1.07
Northern Mariana Islands,2020-09-04,forecast,0.77,0.15,1.22,0.61,1.07
Northern Mariana Islands,2020-09-05,forecast,0.77,0.15,1.22,0.61,1.07
