state,date,type,median,lower_90,upper_90,lower_50,upper_50
Indiana,2020-07-07,estimate,1.11,1.06,1.2,1.07,1.12
Indiana,2020-07-08,estimate,1.11,1.06,1.2,1.07,1.13
Indiana,2020-07-09,estimate,1.11,1.06,1.19,1.07,1.12
Indiana,2020-07-10,estimate,1.11,1.05,1.18,1.07,1.12
Indiana,2020-07-11,estimate,1.1,1.05,1.18,1.06,1.11
Indiana,2020-07-12,estimate,1.1,1.04,1.17,1.06,1.11
Indiana,2020-07-13,estimate,1.09,1.04,1.16,1.06,1.1
Indiana,2020-07-14,estimate,1.08,1.04,1.15,1.06,1.09
Indiana,2020-07-15,estimate,1.08,1.03,1.14,1.05,1.09
Indiana,2020-07-16,estimate,1.07,1.02,1.13,1.05,1.09
Indiana,2020-07-17,estimate,1.07,1.01,1.12,1.05,1.08
Indiana,2020-07-18,estimate,1.06,1.01,1.11,1.04,1.08
Indiana,2020-07-19,estimate,1.06,1,1.1,1.04,1.07
Indiana,2020-07-20,estimate,1.05,1,1.1,1.04,1.07
Indiana,2020-07-21,estimate,1.05,0.99,1.1,1.03,1.07
Indiana,2020-07-22,estimate,1.04,0.98,1.09,1.03,1.07
Indiana,2020-07-23,estimate,1.04,0.98,1.09,1.03,1.07
Indiana,2020-07-24,estimate,1.03,0.97,1.08,1.02,1.06
Indiana,2020-07-25,estimate,1.03,0.96,1.07,1.02,1.06
Indiana,2020-07-26,estimate,1.03,0.96,1.08,1.01,1.06
Indiana,2020-07-27,estimate,1.03,0.96,1.07,1.01,1.05
Indiana,2020-07-28,estimate,1.02,0.96,1.07,1.01,1.05
Indiana,2020-07-29,estimate,1.02,0.95,1.07,1.01,1.05
Indiana,2020-07-30,estimate,1.02,0.95,1.07,1.01,1.05
Indiana,2020-07-31,estimate,1.02,0.95,1.07,1.01,1.05
Indiana,2020-08-01,estimate,1.02,0.95,1.07,1.01,1.05
Indiana,2020-08-02,estimate,1.02,0.96,1.07,1,1.04
Indiana,2020-08-03,estimate,1.02,0.96,1.07,1,1.04
Indiana,2020-08-04,estimate,1.02,0.96,1.07,1,1.04
Indiana,2020-08-05,estimate,1.02,0.96,1.07,1,1.04
Indiana,2020-08-06,estimate,1.02,0.96,1.07,1,1.05
Indiana,2020-08-07,estimate,1.02,0.96,1.07,1,1.05
Indiana,2020-08-08,estimate,1.02,0.96,1.07,1,1.04
Indiana,2020-08-09,estimate,1.02,0.96,1.07,1,1.04
Indiana,2020-08-10,estimate,1.02,0.96,1.07,1,1.04
Indiana,2020-08-11,estimate,1.02,0.96,1.08,1,1.04
Indiana,2020-08-12,estimate,1.02,0.96,1.08,0.99,1.04
Indiana,2020-08-13,estimate,1.02,0.96,1.08,1,1.04
Indiana,2020-08-14,estimate,1.02,0.96,1.08,1,1.05
Indiana,2020-08-15,estimate,1.02,0.95,1.09,1,1.05
Indiana,2020-08-16,estimate based on partial data,1.03,0.96,1.1,0.99,1.05
Indiana,2020-08-17,estimate based on partial data,1.03,0.95,1.1,0.99,1.05
Indiana,2020-08-18,estimate based on partial data,1.03,0.95,1.12,1,1.06
Indiana,2020-08-19,estimate based on partial data,1.03,0.95,1.13,0.99,1.05
Indiana,2020-08-20,estimate based on partial data,1.03,0.93,1.14,0.99,1.06
Indiana,2020-08-21,estimate based on partial data,1.03,0.93,1.15,0.99,1.06
Indiana,2020-08-22,estimate based on partial data,1.03,0.92,1.16,0.99,1.07
Indiana,2020-08-23,estimate based on partial data,1.03,0.9,1.17,0.99,1.07
Indiana,2020-08-24,estimate based on partial data,1.03,0.91,1.19,0.98,1.06
Indiana,2020-08-25,estimate based on partial data,1.03,0.89,1.19,0.98,1.07
Indiana,2020-08-26,estimate based on partial data,1.03,0.89,1.22,0.97,1.07
Indiana,2020-08-27,estimate based on partial data,1.03,0.88,1.22,0.98,1.08
Indiana,2020-08-28,estimate based on partial data,1.03,0.85,1.21,0.98,1.08
Indiana,2020-08-29,forecast,1.03,0.85,1.21,0.98,1.08
Indiana,2020-08-30,forecast,1.03,0.85,1.21,0.98,1.08
Indiana,2020-08-31,forecast,1.03,0.85,1.21,0.98,1.08
Indiana,2020-09-01,forecast,1.03,0.85,1.21,0.98,1.08
Indiana,2020-09-02,forecast,1.03,0.85,1.21,0.98,1.08
Indiana,2020-09-03,forecast,1.03,0.85,1.21,0.98,1.08
Indiana,2020-09-04,forecast,1.03,0.85,1.21,0.98,1.08
Indiana,2020-09-05,forecast,1.03,0.85,1.21,0.98,1.08
Indiana,2020-09-06,forecast,1.03,0.85,1.21,0.98,1.08
Indiana,2020-09-07,forecast,1.03,0.85,1.21,0.98,1.08
Indiana,2020-09-08,forecast,1.03,0.85,1.21,0.98,1.08
Indiana,2020-09-09,forecast,1.03,0.85,1.21,0.98,1.08
Indiana,2020-09-10,forecast,1.03,0.85,1.21,0.98,1.08
Indiana,2020-09-11,forecast,1.03,0.85,1.21,0.98,1.08
Iowa,2020-06-19,estimate,1.09,1,1.17,1.07,1.14
Iowa,2020-06-20,estimate,1.09,1.01,1.17,1.07,1.13
Iowa,2020-06-21,estimate,1.09,1.01,1.17,1.06,1.12
Iowa,2020-06-22,estimate,1.08,1,1.16,1.05,1.12
Iowa,2020-06-23,estimate,1.08,1,1.16,1.06,1.12
Iowa,2020-06-24,estimate,1.08,1,1.15,1.05,1.11
Iowa,2020-06-25,estimate,1.08,1,1.16,1.04,1.1
Iowa,2020-06-26,estimate,1.08,1.01,1.17,1.04,1.1
Iowa,2020-06-27,estimate,1.08,1.01,1.16,1.05,1.11
Iowa,2020-06-28,estimate,1.08,1,1.16,1.04,1.1
Iowa,2020-06-29,estimate,1.07,0.99,1.16,1.04,1.11
Iowa,2020-06-30,estimate,1.07,0.99,1.15,1.03,1.1
Iowa,2020-07-01,estimate,1.07,0.99,1.15,1.03,1.09
Iowa,2020-07-02,estimate,1.06,0.99,1.15,1.03,1.09
Iowa,2020-07-03,estimate,1.06,0.98,1.14,1.02,1.08
Iowa,2020-07-04,estimate,1.05,0.97,1.13,1.01,1.07
Iowa,2020-07-05,estimate,1.04,0.97,1.12,1.01,1.07
Iowa,2020-07-06,estimate,1.04,0.96,1.12,1,1.06
Iowa,2020-07-07,estimate,1.03,0.95,1.1,1,1.06
Iowa,2020-07-08,estimate,1.02,0.95,1.1,0.99,1.04
Iowa,2020-07-09,estimate,1.01,0.93,1.09,0.98,1.04
Iowa,2020-07-10,estimate,1,0.94,1.09,0.97,1.03
Iowa,2020-07-11,estimate,1,0.92,1.07,0.96,1.02
Iowa,2020-07-12,estimate,0.99,0.9,1.06,0.95,1.01
Iowa,2020-07-13,estimate,0.98,0.91,1.06,0.95,1.01
Iowa,2020-07-14,estimate,0.97,0.9,1.05,0.95,1.01
Iowa,2020-07-15,estimate,0.97,0.9,1.05,0.94,0.99
Iowa,2020-07-16,estimate,0.96,0.89,1.04,0.93,0.99
Iowa,2020-07-17,estimate,0.96,0.89,1.04,0.93,0.98
Iowa,2020-07-18,estimate,0.96,0.88,1.03,0.92,0.98
Iowa,2020-07-19,estimate,0.95,0.88,1.03,0.92,0.98
Iowa,2020-07-20,estimate,0.95,0.88,1.02,0.93,0.99
Iowa,2020-07-21,estimate,0.95,0.89,1.03,0.93,0.98
Iowa,2020-07-22,estimate,0.96,0.89,1.03,0.93,0.99
Iowa,2020-07-23,estimate,0.96,0.88,1.03,0.93,0.98
Iowa,2020-07-24,estimate,0.96,0.89,1.03,0.93,0.99
Iowa,2020-07-25,estimate,0.96,0.89,1.04,0.93,0.99
Iowa,2020-07-26,estimate,0.97,0.89,1.04,0.94,1
Iowa,2020-07-27,estimate,0.97,0.89,1.04,0.94,1
Iowa,2020-07-28,estimate,0.98,0.89,1.05,0.94,1
Iowa,2020-07-29,estimate,0.98,0.9,1.05,0.95,1.01
Iowa,2020-07-30,estimate,0.99,0.91,1.06,0.95,1.01
Iowa,2020-07-31,estimate,1,0.92,1.07,0.97,1.03
Iowa,2020-08-01,estimate,1.01,0.92,1.08,0.98,1.04
Iowa,2020-08-02,estimate,1.01,0.94,1.1,0.98,1.05
Iowa,2020-08-03,estimate,1.03,0.95,1.11,1,1.06
Iowa,2020-08-04,estimate,1.04,0.96,1.12,1.01,1.07
Iowa,2020-08-05,estimate,1.05,0.97,1.13,1.02,1.09
Iowa,2020-08-06,estimate,1.06,0.98,1.14,1.03,1.09
Iowa,2020-08-07,estimate,1.07,0.99,1.16,1.04,1.1
Iowa,2020-08-08,estimate,1.09,1,1.17,1.05,1.12
Iowa,2020-08-09,estimate,1.1,1.01,1.18,1.07,1.14
Iowa,2020-08-10,estimate,1.12,1.04,1.21,1.09,1.15
Iowa,2020-08-11,estimate,1.14,1.05,1.22,1.11,1.17
Iowa,2020-08-12,estimate,1.15,1.06,1.24,1.12,1.19
Iowa,2020-08-13,estimate,1.17,1.08,1.26,1.14,1.21
Iowa,2020-08-14,estimate,1.19,1.1,1.28,1.15,1.23
Iowa,2020-08-15,estimate,1.21,1.11,1.31,1.17,1.24
Iowa,2020-08-16,estimate based on partial data,1.23,1.12,1.34,1.19,1.27
Iowa,2020-08-17,estimate based on partial data,1.25,1.13,1.37,1.19,1.29
Iowa,2020-08-18,estimate based on partial data,1.26,1.14,1.41,1.2,1.31
Iowa,2020-08-19,estimate based on partial data,1.28,1.12,1.43,1.21,1.33
Iowa,2020-08-20,estimate based on partial data,1.3,1.13,1.48,1.21,1.35
Iowa,2020-08-21,estimate based on partial data,1.31,1.13,1.52,1.22,1.38
Iowa,2020-08-22,estimate based on partial data,1.33,1.11,1.55,1.22,1.4
Iowa,2020-08-23,estimate based on partial data,1.34,1.11,1.59,1.21,1.41
Iowa,2020-08-24,estimate based on partial data,1.34,1.08,1.61,1.2,1.41
Iowa,2020-08-25,estimate based on partial data,1.35,1.08,1.66,1.2,1.42
Iowa,2020-08-26,estimate based on partial data,1.35,1.07,1.7,1.2,1.44
Iowa,2020-08-27,estimate based on partial data,1.36,1.05,1.73,1.18,1.44
Iowa,2020-08-28,estimate based on partial data,1.36,1.03,1.76,1.17,1.44
Iowa,2020-08-29,forecast,1.36,1.03,1.76,1.17,1.44
Iowa,2020-08-30,forecast,1.36,1.03,1.76,1.17,1.44
Iowa,2020-08-31,forecast,1.36,1.03,1.76,1.17,1.44
Iowa,2020-09-01,forecast,1.36,1.03,1.76,1.17,1.44
Iowa,2020-09-02,forecast,1.36,1.03,1.76,1.17,1.44
Iowa,2020-09-03,forecast,1.36,1.03,1.76,1.17,1.44
Iowa,2020-09-04,forecast,1.36,1.03,1.76,1.17,1.44
Iowa,2020-09-05,forecast,1.36,1.03,1.76,1.17,1.44
Iowa,2020-09-06,forecast,1.36,1.03,1.76,1.17,1.44
Iowa,2020-09-07,forecast,1.36,1.03,1.76,1.17,1.44
Iowa,2020-09-08,forecast,1.36,1.03,1.76,1.17,1.44
Iowa,2020-09-09,forecast,1.36,1.03,1.76,1.17,1.44
Iowa,2020-09-10,forecast,1.36,1.03,1.76,1.17,1.44
Iowa,2020-09-11,forecast,1.36,1.03,1.76,1.17,1.44
Kansas,2020-06-19,estimate,1.21,1.09,1.3,1.17,1.25
Kansas,2020-06-20,estimate,1.2,1.09,1.29,1.16,1.24
Kansas,2020-06-21,estimate,1.19,1.09,1.28,1.16,1.24
Kansas,2020-06-22,estimate,1.18,1.08,1.27,1.15,1.22
Kansas,2020-06-23,estimate,1.17,1.08,1.26,1.14,1.21
Kansas,2020-06-24,estimate,1.17,1.07,1.25,1.13,1.2
Kansas,2020-06-25,estimate,1.16,1.06,1.25,1.13,1.2
Kansas,2020-06-26,estimate,1.15,1.06,1.24,1.11,1.18
Kansas,2020-06-27,estimate,1.14,1.04,1.24,1.11,1.18
Kansas,2020-06-28,estimate,1.13,1.04,1.24,1.09,1.17
Kansas,2020-06-29,estimate,1.12,1.03,1.23,1.08,1.15
Kansas,2020-06-30,estimate,1.11,1.01,1.21,1.07,1.15
Kansas,2020-07-01,estimate,1.1,1,1.21,1.06,1.14
Kansas,2020-07-02,estimate,1.08,0.99,1.2,1.05,1.12
Kansas,2020-07-03,estimate,1.07,0.98,1.18,1.03,1.11
Kansas,2020-07-04,estimate,1.06,0.96,1.15,1.01,1.08
Kansas,2020-07-05,estimate,1.04,0.95,1.13,0.99,1.06
Kansas,2020-07-06,estimate,1.02,0.94,1.11,0.99,1.06
Kansas,2020-07-07,estimate,1,0.92,1.09,0.97,1.03
Kansas,2020-07-08,estimate,0.99,0.9,1.07,0.96,1.02
Kansas,2020-07-09,estimate,0.97,0.89,1.05,0.94,1.01
Kansas,2020-07-10,estimate,0.96,0.87,1.03,0.93,1
Kansas,2020-07-11,estimate,0.95,0.86,1.03,0.92,0.99
Kansas,2020-07-12,estimate,0.93,0.85,1.02,0.91,0.98
Kansas,2020-07-13,estimate,0.92,0.82,1,0.89,0.96
Kansas,2020-07-14,estimate,0.92,0.82,1.01,0.89,0.96
Kansas,2020-07-15,estimate,0.91,0.81,1,0.88,0.95
Kansas,2020-07-16,estimate,0.91,0.81,0.99,0.87,0.94
Kansas,2020-07-17,estimate,0.9,0.81,0.99,0.87,0.94
Kansas,2020-07-18,estimate,0.9,0.81,0.99,0.87,0.94
Kansas,2020-07-19,estimate,0.9,0.81,0.99,0.88,0.95
Kansas,2020-07-20,estimate,0.91,0.82,0.99,0.88,0.95
Kansas,2020-07-21,estimate,0.91,0.83,1,0.89,0.95
Kansas,2020-07-22,estimate,0.92,0.83,1,0.9,0.96
Kansas,2020-07-23,estimate,0.93,0.84,1.02,0.91,0.97
Kansas,2020-07-24,estimate,0.94,0.85,1.02,0.92,0.98
Kansas,2020-07-25,estimate,0.95,0.86,1.03,0.92,0.99
Kansas,2020-07-26,estimate,0.96,0.88,1.06,0.94,1
Kansas,2020-07-27,estimate,0.98,0.89,1.07,0.94,1.01
Kansas,2020-07-28,estimate,0.99,0.9,1.08,0.94,1.01
Kansas,2020-07-29,estimate,1,0.91,1.1,0.96,1.03
Kansas,2020-07-30,estimate,1.01,0.92,1.11,0.97,1.04
Kansas,2020-07-31,estimate,1.03,0.94,1.13,0.98,1.06
Kansas,2020-08-01,estimate,1.04,0.95,1.14,0.99,1.06
Kansas,2020-08-02,estimate,1.05,0.95,1.15,1,1.07
Kansas,2020-08-03,estimate,1.05,0.96,1.16,1.01,1.09
Kansas,2020-08-04,estimate,1.06,0.97,1.17,1.02,1.09
Kansas,2020-08-05,estimate,1.07,0.98,1.17,1.02,1.1
Kansas,2020-08-06,estimate,1.08,0.98,1.18,1.03,1.11
Kansas,2020-08-07,estimate,1.08,0.98,1.18,1.04,1.12
Kansas,2020-08-08,estimate,1.09,0.99,1.19,1.05,1.13
Kansas,2020-08-09,estimate,1.09,0.99,1.18,1.06,1.13
Kansas,2020-08-10,estimate,1.09,0.99,1.18,1.04,1.12
Kansas,2020-08-11,estimate,1.1,1,1.2,1.05,1.13
Kansas,2020-08-12,estimate,1.1,1.01,1.2,1.06,1.13
Kansas,2020-08-13,estimate,1.1,1,1.2,1.05,1.13
Kansas,2020-08-14,estimate,1.1,1,1.2,1.05,1.13
Kansas,2020-08-15,estimate,1.1,0.99,1.21,1.06,1.14
Kansas,2020-08-16,estimate based on partial data,1.1,0.98,1.21,1.04,1.13
Kansas,2020-08-17,estimate based on partial data,1.11,0.97,1.23,1.05,1.15
Kansas,2020-08-18,estimate based on partial data,1.11,0.97,1.24,1.05,1.16
Kansas,2020-08-19,estimate based on partial data,1.11,0.96,1.26,1.04,1.16
Kansas,2020-08-20,estimate based on partial data,1.11,0.95,1.29,1.03,1.17
Kansas,2020-08-21,estimate based on partial data,1.11,0.92,1.3,1.03,1.18
Kansas,2020-08-22,estimate based on partial data,1.11,0.92,1.33,1.02,1.18
Kansas,2020-08-23,estimate based on partial data,1.12,0.9,1.36,1.01,1.18
Kansas,2020-08-24,estimate based on partial data,1.12,0.87,1.37,0.99,1.18
Kansas,2020-08-25,estimate based on partial data,1.12,0.85,1.39,1,1.21
Kansas,2020-08-26,estimate based on partial data,1.12,0.82,1.42,0.99,1.21
Kansas,2020-08-27,estimate based on partial data,1.12,0.82,1.45,0.98,1.22
Kansas,2020-08-28,estimate based on partial data,1.12,0.8,1.48,0.97,1.22
Kansas,2020-08-29,forecast,1.12,0.8,1.48,0.97,1.22
Kansas,2020-08-30,forecast,1.12,0.8,1.48,0.97,1.22
Kansas,2020-08-31,forecast,1.12,0.8,1.48,0.97,1.22
Kansas,2020-09-01,forecast,1.12,0.8,1.48,0.97,1.22
Kansas,2020-09-02,forecast,1.12,0.8,1.48,0.97,1.22
Kansas,2020-09-03,forecast,1.12,0.8,1.48,0.97,1.22
Kansas,2020-09-04,forecast,1.12,0.8,1.48,0.97,1.22
Kansas,2020-09-05,forecast,1.12,0.8,1.48,0.97,1.22
Kansas,2020-09-06,forecast,1.12,0.8,1.48,0.97,1.22
Kansas,2020-09-07,forecast,1.12,0.8,1.48,0.97,1.22
Kansas,2020-09-08,forecast,1.12,0.8,1.48,0.97,1.22
Kansas,2020-09-09,forecast,1.12,0.8,1.48,0.97,1.22
Kansas,2020-09-10,forecast,1.12,0.8,1.48,0.97,1.22
Kansas,2020-09-11,forecast,1.12,0.8,1.48,0.97,1.22
Kentucky,2020-06-19,estimate,1.14,1.05,1.21,1.13,1.18
Kentucky,2020-06-20,estimate,1.14,1.04,1.2,1.12,1.17
Kentucky,2020-06-21,estimate,1.14,1.05,1.21,1.12,1.17
Kentucky,2020-06-22,estimate,1.14,1.05,1.21,1.12,1.17
Kentucky,2020-06-23,estimate,1.14,1.05,1.21,1.12,1.17
Kentucky,2020-06-24,estimate,1.14,1.06,1.21,1.13,1.18
Kentucky,2020-06-25,estimate,1.14,1.07,1.22,1.13,1.18
Kentucky,2020-06-26,estimate,1.14,1.06,1.21,1.12,1.17
Kentucky,2020-06-27,estimate,1.15,1.07,1.22,1.12,1.17
Kentucky,2020-06-28,estimate,1.15,1.08,1.22,1.12,1.17
Kentucky,2020-06-29,estimate,1.15,1.08,1.23,1.12,1.17
Kentucky,2020-06-30,estimate,1.15,1.09,1.23,1.12,1.17
Kentucky,2020-07-01,estimate,1.15,1.09,1.24,1.12,1.17
Kentucky,2020-07-02,estimate,1.16,1.09,1.24,1.12,1.17
Kentucky,2020-07-03,estimate,1.16,1.08,1.24,1.11,1.17
Kentucky,2020-07-04,estimate,1.16,1.09,1.25,1.11,1.17
Kentucky,2020-07-05,estimate,1.16,1.08,1.25,1.11,1.18
Kentucky,2020-07-06,estimate,1.15,1.08,1.25,1.11,1.17
Kentucky,2020-07-07,estimate,1.15,1.08,1.26,1.11,1.17
Kentucky,2020-07-08,estimate,1.15,1.07,1.25,1.11,1.17
Kentucky,2020-07-09,estimate,1.14,1.07,1.25,1.1,1.16
Kentucky,2020-07-10,estimate,1.14,1.05,1.23,1.09,1.15
Kentucky,2020-07-11,estimate,1.13,1.06,1.24,1.09,1.15
Kentucky,2020-07-12,estimate,1.12,1.04,1.22,1.08,1.14
Kentucky,2020-07-13,estimate,1.11,1.04,1.21,1.07,1.13
Kentucky,2020-07-14,estimate,1.11,1.04,1.19,1.07,1.12
Kentucky,2020-07-15,estimate,1.1,1.03,1.18,1.07,1.12
Kentucky,2020-07-16,estimate,1.09,1.01,1.16,1.06,1.11
Kentucky,2020-07-17,estimate,1.08,1.01,1.15,1.06,1.11
Kentucky,2020-07-18,estimate,1.07,1,1.14,1.05,1.1
Kentucky,2020-07-19,estimate,1.06,0.99,1.13,1.04,1.09
Kentucky,2020-07-20,estimate,1.05,0.98,1.13,1.03,1.08
Kentucky,2020-07-21,estimate,1.05,0.97,1.12,1.03,1.08
Kentucky,2020-07-22,estimate,1.04,0.96,1.11,1.02,1.07
Kentucky,2020-07-23,estimate,1.03,0.96,1.1,1.01,1.07
Kentucky,2020-07-24,estimate,1.03,0.95,1.1,1,1.06
Kentucky,2020-07-25,estimate,1.02,0.94,1.09,0.99,1.05
Kentucky,2020-07-26,estimate,1.02,0.94,1.09,1,1.05
Kentucky,2020-07-27,estimate,1.01,0.93,1.08,1,1.06
Kentucky,2020-07-28,estimate,1.01,0.93,1.09,0.98,1.04
Kentucky,2020-07-29,estimate,1.01,0.93,1.08,0.99,1.05
Kentucky,2020-07-30,estimate,1.01,0.92,1.08,0.98,1.04
Kentucky,2020-07-31,estimate,1.01,0.92,1.07,0.98,1.03
Kentucky,2020-08-01,estimate,1,0.92,1.07,0.97,1.03
Kentucky,2020-08-02,estimate,1,0.92,1.07,0.97,1.02
Kentucky,2020-08-03,estimate,1,0.93,1.08,0.97,1.02
Kentucky,2020-08-04,estimate,1,0.92,1.08,0.97,1.03
Kentucky,2020-08-05,estimate,1,0.92,1.07,0.97,1.03
Kentucky,2020-08-06,estimate,1,0.92,1.07,0.97,1.03
Kentucky,2020-08-07,estimate,1,0.92,1.07,0.97,1.02
Kentucky,2020-08-08,estimate,1,0.92,1.08,0.97,1.03
Kentucky,2020-08-09,estimate,1,0.92,1.07,0.97,1.03
Kentucky,2020-08-10,estimate,1,0.92,1.08,0.97,1.03
Kentucky,2020-08-11,estimate,1,0.92,1.08,0.96,1.03
Kentucky,2020-08-12,estimate,1,0.92,1.08,0.97,1.03
Kentucky,2020-08-13,estimate,1,0.91,1.08,0.97,1.03
Kentucky,2020-08-14,estimate,1,0.9,1.08,0.97,1.04
Kentucky,2020-08-15,estimate,0.99,0.9,1.09,0.96,1.03
Kentucky,2020-08-16,estimate based on partial data,0.99,0.89,1.09,0.96,1.04
Kentucky,2020-08-17,estimate based on partial data,0.99,0.88,1.1,0.96,1.04
Kentucky,2020-08-18,estimate based on partial data,0.99,0.88,1.11,0.96,1.04
Kentucky,2020-08-19,estimate based on partial data,0.99,0.88,1.12,0.95,1.04
Kentucky,2020-08-20,estimate based on partial data,0.99,0.86,1.12,0.95,1.05
Kentucky,2020-08-21,estimate based on partial data,0.99,0.85,1.13,0.95,1.06
Kentucky,2020-08-22,estimate based on partial data,0.99,0.84,1.14,0.95,1.06
Kentucky,2020-08-23,estimate based on partial data,1,0.82,1.15,0.95,1.06
Kentucky,2020-08-24,estimate based on partial data,1,0.8,1.15,0.94,1.06
Kentucky,2020-08-25,estimate based on partial data,1,0.8,1.16,0.93,1.06
Kentucky,2020-08-26,estimate based on partial data,1,0.78,1.17,0.94,1.07
Kentucky,2020-08-27,estimate based on partial data,1,0.79,1.21,0.93,1.07
Kentucky,2020-08-28,estimate based on partial data,1,0.77,1.21,0.93,1.06
Kentucky,2020-08-29,forecast,1,0.77,1.21,0.93,1.06
Kentucky,2020-08-30,forecast,1,0.77,1.21,0.93,1.06
Kentucky,2020-08-31,forecast,1,0.77,1.21,0.93,1.06
Kentucky,2020-09-01,forecast,1,0.77,1.21,0.93,1.06
Kentucky,2020-09-02,forecast,1,0.77,1.21,0.93,1.06
Kentucky,2020-09-03,forecast,1,0.77,1.21,0.93,1.06
Kentucky,2020-09-04,forecast,1,0.77,1.21,0.93,1.06
Kentucky,2020-09-05,forecast,1,0.77,1.21,0.93,1.06
Kentucky,2020-09-06,forecast,1,0.77,1.21,0.93,1.06
Kentucky,2020-09-07,forecast,1,0.77,1.21,0.93,1.06
Kentucky,2020-09-08,forecast,1,0.77,1.21,0.93,1.06
Kentucky,2020-09-09,forecast,1,0.77,1.21,0.93,1.06
Kentucky,2020-09-10,forecast,1,0.77,1.21,0.93,1.06
Kentucky,2020-09-11,forecast,1,0.77,1.21,0.93,1.06
Louisiana,2020-06-19,estimate,1.2,1.05,1.34,1.15,1.25
Louisiana,2020-06-20,estimate,1.2,1.05,1.35,1.14,1.25
Louisiana,2020-06-21,estimate,1.19,1.03,1.34,1.14,1.25
Louisiana,2020-06-22,estimate,1.19,1.03,1.34,1.14,1.25
Louisiana,2020-06-23,estimate,1.18,1.02,1.33,1.13,1.23
Louisiana,2020-06-24,estimate,1.17,1.02,1.34,1.12,1.23
Louisiana,2020-06-25,estimate,1.17,1,1.32,1.11,1.22
Louisiana,2020-06-26,estimate,1.16,0.99,1.31,1.1,1.21
Louisiana,2020-06-27,estimate,1.15,1.01,1.33,1.09,1.21
Louisiana,2020-06-28,estimate,1.15,1,1.32,1.08,1.2
Louisiana,2020-06-29,estimate,1.14,0.99,1.3,1.08,1.19
Louisiana,2020-06-30,estimate,1.13,0.99,1.31,1.07,1.19
Louisiana,2020-07-01,estimate,1.12,0.99,1.31,1.06,1.18
Louisiana,2020-07-02,estimate,1.12,0.97,1.29,1.06,1.17
Louisiana,2020-07-03,estimate,1.11,0.94,1.26,1.04,1.15
Louisiana,2020-07-04,estimate,1.1,0.93,1.25,1.04,1.16
Louisiana,2020-07-05,estimate,1.09,0.95,1.26,1.04,1.15
Louisiana,2020-07-06,estimate,1.09,0.92,1.23,1.03,1.14
Louisiana,2020-07-07,estimate,1.07,0.92,1.23,1.01,1.12
Louisiana,2020-07-08,estimate,1.06,0.92,1.22,1,1.11
Louisiana,2020-07-09,estimate,1.05,0.91,1.21,1,1.11
Louisiana,2020-07-10,estimate,1.04,0.89,1.19,0.99,1.09
Louisiana,2020-07-11,estimate,1.03,0.89,1.18,0.98,1.09
Louisiana,2020-07-12,estimate,1.02,0.89,1.19,0.97,1.08
Louisiana,2020-07-13,estimate,1.01,0.87,1.17,0.97,1.07
Louisiana,2020-07-14,estimate,1,0.86,1.15,0.94,1.05
Louisiana,2020-07-15,estimate,0.99,0.84,1.13,0.92,1.03
Louisiana,2020-07-16,estimate,0.98,0.84,1.12,0.92,1.03
Louisiana,2020-07-17,estimate,0.97,0.83,1.11,0.91,1.01
Louisiana,2020-07-18,estimate,0.96,0.82,1.09,0.91,1.01
Louisiana,2020-07-19,estimate,0.95,0.81,1.08,0.89,1
Louisiana,2020-07-20,estimate,0.94,0.8,1.08,0.89,0.99
Louisiana,2020-07-21,estimate,0.93,0.79,1.06,0.88,0.98
Louisiana,2020-07-22,estimate,0.92,0.78,1.05,0.87,0.97
Louisiana,2020-07-23,estimate,0.91,0.77,1.04,0.87,0.97
Louisiana,2020-07-24,estimate,0.9,0.76,1.03,0.86,0.96
Louisiana,2020-07-25,estimate,0.9,0.76,1.04,0.84,0.95
Louisiana,2020-07-26,estimate,0.89,0.75,1.03,0.82,0.93
Louisiana,2020-07-27,estimate,0.88,0.74,1.02,0.82,0.93
Louisiana,2020-07-28,estimate,0.88,0.74,1.03,0.82,0.93
Louisiana,2020-07-29,estimate,0.87,0.72,1.01,0.83,0.93
Louisiana,2020-07-30,estimate,0.87,0.72,1.01,0.83,0.93
Louisiana,2020-07-31,estimate,0.87,0.73,1.01,0.81,0.92
Louisiana,2020-08-01,estimate,0.86,0.71,1,0.81,0.91
Louisiana,2020-08-02,estimate,0.85,0.71,1,0.8,0.91
Louisiana,2020-08-03,estimate,0.85,0.71,0.99,0.8,0.91
Louisiana,2020-08-04,estimate,0.85,0.71,1,0.79,0.9
Louisiana,2020-08-05,estimate,0.85,0.71,1,0.79,0.9
Louisiana,2020-08-06,estimate,0.85,0.69,0.99,0.78,0.9
Louisiana,2020-08-07,estimate,0.84,0.68,0.99,0.79,0.91
Louisiana,2020-08-08,estimate,0.84,0.67,0.99,0.78,0.9
Louisiana,2020-08-09,estimate,0.84,0.68,1.01,0.79,0.91
Louisiana,2020-08-10,estimate,0.84,0.66,1.01,0.78,0.91
Louisiana,2020-08-11,estimate,0.84,0.65,1.01,0.77,0.91
Louisiana,2020-08-12,estimate,0.84,0.64,1.02,0.77,0.9
Louisiana,2020-08-13,estimate,0.84,0.63,1.03,0.76,0.9
Louisiana,2020-08-14,estimate,0.84,0.64,1.06,0.75,0.9
Louisiana,2020-08-15,estimate,0.84,0.62,1.07,0.77,0.94
Louisiana,2020-08-16,estimate based on partial data,0.84,0.61,1.09,0.74,0.91
