Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Derby,0 (0 -- 0),Likely decreasing,0.75 (0.42 -- 1.1),-0.07 (-0.18 -- 0.04),-9.8 (17 -- -3.9)
Derbyshire,0 (0 -- 2),Likely decreasing,0.9 (0.67 -- 1.2),-0.028 (-0.096 -- 0.047),-25 (15 -- -7.2)
Devon,0 (0 -- 1),Likely decreasing,0.89 (0.63 -- 1.2),-0.031 (-0.11 -- 0.047),-22 (15 -- -6.4)
Doncaster,0 (0 -- 1),Decreasing,0.86 (0.7 -- 1),-0.038 (-0.087 -- -0.00083),-18 (-830 -- -7.9)
Dorset,0 (0 -- 0),Likely decreasing,0.82 (0.37 -- 1.6),-0.051 (-0.19 -- 0.15),-14 (4.6 -- -3.6)
Dudley,1 (0 -- 5),Stable,1 (0.73 -- 1.7),0.0046 (-0.079 -- 0.18),150 (4 -- -8.8)
Ealing,0 (0 -- 1),Likely decreasing,0.92 (0.67 -- 1.2),-0.023 (-0.097 -- 0.057),-30 (12 -- -7.1)
East Riding of Yorkshire,0 (0 -- 0),Decreasing,0.69 (0.39 -- 0.99),-0.089 (-0.19 -- -0.002),-7.7 (-340 -- -3.7)
East Sussex,0 (0 -- 3),Stable,0.96 (0.54 -- 1.8),-0.011 (-0.14 -- 0.2),-65 (3.4 -- -5.1)
Enfield,0 (0 -- 0),Likely decreasing,0.87 (0.6 -- 1.2),-0.037 (-0.12 -- 0.057),-19 (12 -- -6)
Essex,7 (3 -- 16),Likely increasing,1.1 (0.91 -- 1.4),0.029 (-0.025 -- 0.11),24 (6.2 -- -27)
Gateshead,0 (0 -- 0),Decreasing,0.81 (0.16 -- 0.97),-0.052 (-0.28 -- -0.0081),-13 (-85 -- -2.5)
Gloucestershire,0 (0 -- 1),Likely decreasing,0.84 (0.57 -- 1.1),-0.045 (-0.13 -- 0.022),-16 (31 -- -5.5)
Greenwich,0 (0 -- 0),Likely decreasing,0.72 (0.43 -- 1.1),-0.08 (-0.18 -- 0.02),-8.7 (35 -- -3.9)
Hackney,0 (0 -- 1),Stable,0.97 (0.66 -- 1.3),-0.0083 (-0.097 -- 0.085),-83 (8.1 -- -7.1)
Halton,0 (0 -- 0),Likely decreasing,0.71 (0.38 -- 1.1),-0.083 (-0.19 -- 0.022),-8.3 (32 -- -3.6)
Hammersmith and Fulham,0 (0 -- 1),Stable,0.95 (0.59 -- 1.6),-0.013 (-0.12 -- 0.15),-54 (4.8 -- -5.8)
Hampshire,1 (0 -- 3),Likely decreasing,0.89 (0.71 -- 1.2),-0.031 (-0.083 -- 0.041),-23 (17 -- -8.3)
Haringey,0 (0 -- 0),Likely decreasing,0.81 (0.49 -- 1.1),-0.053 (-0.15 -- 0.033),-13 (21 -- -4.6)
Harrow,0 (0 -- 1),Likely decreasing,0.89 (0.64 -- 1.2),-0.031 (-0.11 -- 0.049),-23 (14 -- -6.5)
Hartlepool,0 (0 -- 0),Likely decreasing,0.87 (0.59 -- 1),-0.037 (-0.12 -- 0.0065),-19 (110 -- -5.8)
Havering,0 (0 -- 1),Likely decreasing,0.92 (0.67 -- 1.4),-0.021 (-0.095 -- 0.11),-33 (6.4 -- -7.3)
"Herefordshire, County of",0 (0 -- 0),Likely decreasing,0.75 (0.33 -- 1.2),-0.07 (-0.21 -- 0.066),-9.9 (11 -- -3.3)
Hertfordshire,1 (0 -- 4),Stable,0.97 (0.77 -- 1.2),-0.0081 (-0.066 -- 0.066),-86 (11 -- -11)
Hillingdon,1 (0 -- 2),Likely decreasing,0.9 (0.77 -- 1),-0.027 (-0.065 -- 0.0081),-26 (85 -- -11)
Hounslow,0 (0 -- 0),Likely decreasing,0.85 (0.5 -- 1.3),-0.043 (-0.15 -- 0.089),-16 (7.8 -- -4.6)
Isle of Wight,0 (0 -- 1),Likely decreasing,0.87 (0.59 -- 1.6),-0.036 (-0.12 -- 0.15),-19 (4.8 -- -5.8)
Islington,0 (0 -- 0),Likely decreasing,0.78 (0.52 -- 1),-0.062 (-0.15 -- 0.01),-11 (69 -- -4.8)
Kensington and Chelsea,0 (0 -- 0),Likely decreasing,0.91 (0.56 -- 1.5),-0.026 (-0.13 -- 0.12),-26 (5.6 -- -5.3)
Kent,0 (0 -- 2),Likely decreasing,0.84 (0.65 -- 1.1),-0.046 (-0.1 -- 0.025),-15 (28 -- -6.8)
"Kingston upon Hull, City of",0 (0 -- 1),Decreasing,0.78 (0.52 -- 1),-0.063 (-0.15 -- -0.0012),-11 (-580 -- -4.8)
Kingston upon Thames,1 (0 -- 2),Stable,0.99 (0.82 -- 1.3),-0.0029 (-0.051 -- 0.066),-240 (11 -- -14)
Kirklees,1 (0 -- 4),Likely decreasing,0.94 (0.7 -- 1.3),-0.015 (-0.087 -- 0.07),-45 (9.9 -- -7.9)
Knowsley,0 (0 -- 0),Likely decreasing,0.79 (0.37 -- 1.3),-0.06 (-0.2 -- 0.075),-11 (9.2 -- -3.5)
Lambeth,0 (0 -- 0),Likely decreasing,0.79 (0.46 -- 1.1),-0.06 (-0.17 -- 0.035),-12 (20 -- -4.2)
Lancashire,1 (0 -- 3),Likely decreasing,0.84 (0.64 -- 1.1),-0.045 (-0.11 -- 0.024),-15 (29 -- -6.5)
Leeds,1 (0 -- 2),Likely decreasing,0.88 (0.73 -- 1.1),-0.034 (-0.079 -- 0.02),-21 (35 -- -8.8)
Leicester,0 (0 -- 2),Likely decreasing,0.9 (0.69 -- 1.2),-0.027 (-0.088 -- 0.049),-25 (14 -- -7.8)
Leicestershire,0 (0 -- 2),Likely decreasing,0.89 (0.68 -- 1.2),-0.031 (-0.092 -- 0.051),-23 (14 -- -7.5)
Lewisham,0 (0 -- 0),Likely decreasing,0.8 (0.52 -- 1.1),-0.057 (-0.15 -- 0.036),-12 (19 -- -4.8)
Lincolnshire,0 (0 -- 0),Likely decreasing,0.72 (0.47 -- 1.1),-0.08 (-0.16 -- 0.02),-8.6 (34 -- -4.3)
Liverpool,0 (0 -- 1),Likely decreasing,0.74 (0.36 -- 1.3),-0.076 (-0.2 -- 0.089),-9.1 (7.8 -- -3.5)
Luton,0 (0 -- 0),Likely decreasing,0.85 (0.66 -- 1.1),-0.042 (-0.099 -- 0.029),-17 (24 -- -7)
Manchester,0 (0 -- 1),Decreasing,0.81 (0.38 -- 0.99),-0.053 (-0.19 -- -0.0036),-13 (-190 -- -3.6)
Medway,2 (0 -- 11),Likely increasing,1.2 (0.88 -- 1.9),0.061 (-0.033 -- 0.23),11 (3 -- -21)
Merton,0 (0 -- 0),Likely decreasing,0.84 (0.59 -- 1.1),-0.046 (-0.12 -- 0.019),-15 (37 -- -5.7)
Middlesbrough,0 (0 -- 0),Likely decreasing,0.81 (0.53 -- 1.1),-0.054 (-0.14 -- 0.015),-13 (45 -- -5)
Milton Keynes,0 (0 -- 1),Likely decreasing,0.85 (0.71 -- 1.3),-0.041 (-0.085 -- 0.083),-17 (8.4 -- -8.2)
Newcastle upon Tyne,0 (0 -- 0),Likely decreasing,0.86 (0.68 -- 1.1),-0.039 (-0.091 -- 0.015),-18 (45 -- -7.6)
Newham,0 (0 -- 0),Likely decreasing,0.84 (0.59 -- 1.2),-0.047 (-0.12 -- 0.051),-15 (14 -- -5.7)
Norfolk,0 (0 -- 1),Likely decreasing,0.84 (0.59 -- 1.2),-0.044 (-0.12 -- 0.052),-16 (13 -- -5.7)
North East Lincolnshire,0 (0 -- 0),Likely decreasing,0.87 (0.52 -- 1.1),-0.038 (-0.14 -- 0.024),-18 (29 -- -4.9)
North Lincolnshire,0 (0 -- 1),Likely decreasing,0.93 (0.69 -- 1.2),-0.02 (-0.088 -- 0.049),-34 (14 -- -7.9)
North Somerset,0 (0 -- 1),Likely decreasing,0.88 (0.6 -- 1.2),-0.035 (-0.12 -- 0.051),-20 (14 -- -5.9)
North Tyneside,0 (0 -- 0),Likely decreasing,0.78 (0.52 -- 1.1),-0.062 (-0.14 -- 0.015),-11 (46 -- -4.9)
North Yorkshire,0 (0 -- 0),Decreasing,0.7 (0.37 -- 0.99),-0.088 (-0.19 -- -0.0035),-7.9 (-200 -- -3.6)
Northamptonshire,0 (0 -- 1),Decreasing,0.83 (0.67 -- 1),-0.047 (-0.096 -- 0.0022),-15 (320 -- -7.2)
Northumberland,0 (0 -- 1),Likely decreasing,0.88 (0.65 -- 1.3),-0.033 (-0.1 -- 0.075),-21 (9.2 -- -6.9)
Nottingham,2 (0 -- 5),Stable,0.99 (0.74 -- 1.2),-0.0031 (-0.073 -- 0.064),-220 (11 -- -9.5)
Nottinghamshire,3 (1 -- 7),Likely decreasing,0.93 (0.63 -- 1.2),-0.019 (-0.11 -- 0.062),-36 (11 -- -6.5)
Oldham,0 (0 -- 0),Decreasing,0.79 (0.48 -- 1),-0.061 (-0.16 -- 0.00022),-11 (3100 -- -4.4)
Oxfordshire,0 (0 -- 2),Likely decreasing,0.87 (0.5 -- 1.1),-0.037 (-0.15 -- 0.031),-19 (22 -- -4.6)
Peterborough,0 (0 -- 0),Likely decreasing,0.73 (0.42 -- 1.1),-0.077 (-0.18 -- 0.022),-9 (32 -- -3.9)
Plymouth,0 (0 -- 0),Likely decreasing,0.78 (0.26 -- 1.7),-0.064 (-0.24 -- 0.17),-11 (4.1 -- -2.9)
Portsmouth,0 (0 -- 0),Decreasing,0.75 (0.53 -- 0.97),-0.071 (-0.14 -- -0.0086),-9.7 (-81 -- -5)
Reading,0 (0 -- 0),Likely decreasing,0.69 (0.28 -- 1.1),-0.09 (-0.23 -- 0.023),-7.7 (30 -- -3)
Redbridge,0 (0 -- 1),Likely decreasing,0.9 (0.68 -- 1.2),-0.027 (-0.094 -- 0.065),-25 (11 -- -7.4)
Redcar and Cleveland,0 (0 -- 0),Likely decreasing,0.78 (0.48 -- 1),-0.063 (-0.16 -- 0.0063),-11 (110 -- -4.4)
Richmond upon Thames,0 (0 -- 0),Likely decreasing,0.9 (0.72 -- 1.2),-0.029 (-0.08 -- 0.065),-24 (11 -- -8.6)
Rochdale,0 (0 -- 0),Decreasing,0.79 (0.49 -- 1),-0.06 (-0.15 -- 0.0014),-12 (480 -- -4.5)
Rotherham,0 (0 -- 1),Likely decreasing,0.86 (0.68 -- 1),-0.04 (-0.091 -- 0.0077),-17 (90 -- -7.6)
Salford,0 (0 -- 1),Likely decreasing,0.82 (0.59 -- 1.1),-0.051 (-0.12 -- 0.033),-14 (21 -- -5.8)
Sandwell,1 (0 -- 3),Likely decreasing,0.94 (0.7 -- 1.2),-0.018 (-0.086 -- 0.061),-39 (11 -- -8)
Sefton,0 (0 -- 2),Likely decreasing,0.87 (0.52 -- 1.4),-0.037 (-0.14 -- 0.096),-19 (7.2 -- -4.8)
Sheffield,2 (1 -- 4),Likely decreasing,0.94 (0.84 -- 1.1),-0.017 (-0.045 -- 0.027),-40 (25 -- -15)
Shropshire,0 (0 -- 0),Likely decreasing,0.72 (0.41 -- 1.1),-0.079 (-0.18 -- 0.041),-8.7 (17 -- -3.8)
Slough,0 (0 -- 0),Likely decreasing,0.83 (0.63 -- 1.1),-0.049 (-0.11 -- 0.017),-14 (41 -- -6.4)
Solihull,0 (0 -- 0),Likely decreasing,0.78 (0.52 -- 1.1),-0.062 (-0.14 -- 0.024),-11 (28 -- -4.8)
Somerset,0 (0 -- 1),Likely decreasing,0.89 (0.53 -- 1.4),-0.03 (-0.14 -- 0.11),-23 (6.2 -- -5)
South Gloucestershire,0 (0 -- 3),Stable,1 (0.73 -- 1.7),0.011 (-0.078 -- 0.17),60 (4.1 -- -8.9)
South Tyneside,0 (0 -- 0),Likely decreasing,0.81 (0.51 -- 1.2),-0.053 (-0.15 -- 0.042),-13 (16 -- -4.8)
Southampton,0 (0 -- 2),Likely decreasing,0.89 (0.49 -- 1.2),-0.032 (-0.15 -- 0.065),-22 (11 -- -4.5)
Southend-on-Sea,0 (0 -- 1),Likely decreasing,0.88 (0.73 -- 1.1),-0.034 (-0.079 -- 0.028),-20 (25 -- -8.8)
Southwark,0 (0 -- 1),Likely decreasing,0.85 (0.51 -- 1.2),-0.043 (-0.15 -- 0.049),-16 (14 -- -4.7)
St. Helens,0 (0 -- 0),Likely decreasing,0.78 (0.38 -- 1.4),-0.063 (-0.19 -- 0.1),-11 (6.7 -- -3.6)
Staffordshire,0 (0 -- 1),Decreasing,0.77 (0.54 -- 0.99),-0.067 (-0.14 -- -0.0022),-10 (-320 -- -5.1)
Stockport,0 (0 -- 2),Likely decreasing,0.9 (0.64 -- 1.3),-0.028 (-0.11 -- 0.089),-25 (7.8 -- -6.5)
Stockton-on-Tees,0 (0 -- 0),Decreasing,0.86 (0.61 -- 1),-0.039 (-0.11 -- 0.00076),-18 (920 -- -6.1)
Stoke-on-Trent,0 (0 -- 0),Decreasing,0.76 (0.5 -- 0.92),-0.069 (-0.15 -- -0.023),-10 (-30 -- -4.7)
Suffolk,5 (2 -- 14),Likely increasing,1.2 (0.91 -- 1.7),0.058 (-0.026 -- 0.17),12 (4 -- -26)
Sunderland,0 (0 -- 1),Likely decreasing,0.91 (0.64 -- 1.2),-0.025 (-0.1 -- 0.062),-28 (11 -- -6.7)
Surrey,0 (0 -- 3),Likely decreasing,0.88 (0.61 -- 1.4),-0.033 (-0.11 -- 0.1),-21 (6.7 -- -6.1)
Sutton,0 (0 -- 0),Likely decreasing,0.77 (0.51 -- 1.1),-0.066 (-0.15 -- 0.015),-11 (48 -- -4.8)
Swindon,0 (0 -- 0),Likely decreasing,0.82 (0.58 -- 1),-0.049 (-0.12 -- 0.0063),-14 (110 -- -5.6)
Tameside,0 (0 -- 0),Likely decreasing,0.73 (0.38 -- 1),-0.076 (-0.19 -- 0.0071),-9.1 (98 -- -3.6)
Telford and Wrekin,0 (0 -- 0),Decreasing,0.49 (0.13 -- 0.98),-0.15 (-0.3 -- -0.006),-4.5 (-120 -- -2.3)
Thurrock,0 (0 -- 1),Likely decreasing,0.88 (0.72 -- 1.1),-0.033 (-0.08 -- 0.029),-21 (24 -- -8.7)
Torbay,0 (0 -- 0),Likely decreasing,0.72 (0.24 -- 1.1),-0.081 (-0.25 -- 0.04),-8.5 (17 -- -2.8)
Tower Hamlets,0 (0 -- 0),Likely decreasing,0.85 (0.61 -- 1.2),-0.043 (-0.11 -- 0.061),-16 (11 -- -6.1)
Trafford,0 (0 -- 1),Decreasing,0.89 (0.69 -- 0.99),-0.032 (-0.092 -- -0.0022),-22 (-310 -- -7.6)
Wakefield,1 (0 -- 3),Likely decreasing,0.9 (0.73 -- 1.1),-0.029 (-0.077 -- 0.015),-24 (46 -- -9)
Walsall,0 (0 -- 2),Likely decreasing,0.92 (0.59 -- 1.3),-0.021 (-0.12 -- 0.089),-32 (7.8 -- -5.7)
Waltham Forest,0 (0 -- 0),Likely decreasing,0.85 (0.59 -- 1.2),-0.043 (-0.12 -- 0.053),-16 (13 -- -5.7)
Wandsworth,0 (0 -- 0),Likely decreasing,0.87 (0.61 -- 1.2),-0.036 (-0.12 -- 0.047),-19 (15 -- -6)
Warrington,0 (0 -- 0),Likely decreasing,0.82 (0.55 -- 1.1),-0.053 (-0.13 -- 0.04),-13 (17 -- -5.2)
Warwickshire,0 (0 -- 0),Decreasing,0.58 (0.28 -- 0.85),-0.12 (-0.23 -- -0.044),-5.5 (-16 -- -3)
West Berkshire,0 (0 -- 0),Likely decreasing,0.73 (0.36 -- 1.1),-0.077 (-0.2 -- 0.025),-9 (27 -- -3.5)
West Sussex,0 (0 -- 0),Likely decreasing,0.81 (0.57 -- 1.1),-0.055 (-0.13 -- 0.015),-13 (47 -- -5.4)
Westminster,0 (0 -- 0),Likely decreasing,0.91 (0.59 -- 1.3),-0.026 (-0.12 -- 0.089),-27 (7.8 -- -5.7)
Wigan,0 (0 -- 0),Likely decreasing,0.84 (0.66 -- 1),-0.044 (-0.099 -- 0.0028),-16 (250 -- -7)
Wiltshire,0 (0 -- 3),Likely decreasing,0.85 (0.3 -- 1.8),-0.043 (-0.22 -- 0.21),-16 (3.3 -- -3.1)
Windsor and Maidenhead,0 (0 -- 0),Decreasing,0.74 (0.34 -- 0.97),-0.075 (-0.2 -- -0.0082),-9.2 (-84 -- -3.4)
Wirral,0 (0 -- 0),Likely decreasing,0.79 (0.53 -- 1.1),-0.061 (-0.14 -- 0.03),-11 (23 -- -5)
Wokingham,0 (0 -- 0),Likely decreasing,0.7 (0.3 -- 1.1),-0.086 (-0.22 -- 0.015),-8.1 (46 -- -3.1)
Wolverhampton,0 (0 -- 2),Likely decreasing,0.9 (0.51 -- 1.4),-0.027 (-0.15 -- 0.11),-26 (6.2 -- -4.7)
Worcestershire,0 (0 -- 1),Likely decreasing,0.84 (0.63 -- 1.1),-0.044 (-0.11 -- 0.032),-16 (22 -- -6.5)
York,0 (0 -- 0),Likely decreasing,0.81 (0.4 -- 1.3),-0.054 (-0.18 -- 0.08),-13 (8.6 -- -3.8)
