Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Cheshire West and Chester,4 (0 -- 17),Stable,1 (0.61 -- 1.4),0.0015 (-0.12 -- 0.1),470 (6.9 -- -6)
City of Edinburgh,7 (2 -- 41),Likely increasing,1.1 (0.93 -- 1.6),0.039 (-0.019 -- 0.15),18 (4.7 -- -36)
Clackmannanshire,0 (0 -- 4),Stable,1 (0.17 -- 1.6),0.0026 (-0.28 -- 0.17),270 (4.1 -- -2.5)
Cornwall and Isles of Scilly,25 (2 -- 861),Likely increasing,1.6 (0.89 -- 3.7),0.15 (-0.03 -- 0.59),4.6 (1.2 -- -23)
County Durham,9 (1 -- 44),Likely increasing,1.1 (0.64 -- 1.6),0.019 (-0.1 -- 0.16),36 (4.2 -- -6.6)
Coventry,3 (1 -- 7),Likely increasing,1.1 (0.87 -- 1.2),0.017 (-0.038 -- 0.063),41 (11 -- -18)
Croydon,17 (3 -- 64),Likely increasing,1.2 (0.68 -- 1.6),0.045 (-0.094 -- 0.16),15 (4.4 -- -7.3)
Cumbria,19 (2 -- 81),Likely increasing,1.1 (0.57 -- 1.6),0.029 (-0.13 -- 0.15),24 (4.7 -- -5.4)
Darlington,1 (0 -- 2),Stable,0.99 (0.7 -- 1.2),-0.004 (-0.086 -- 0.049),-170 (14 -- -8.1)
Derby,37 (2 -- 251),Likely increasing,1.3 (0.52 -- 2.3),0.082 (-0.14 -- 0.31),8.5 (2.3 -- -4.8)
Derbyshire,39 (9 -- 141),Likely increasing,1.2 (0.8 -- 1.8),0.064 (-0.056 -- 0.19),11 (3.6 -- -12)
Derry City and Strabane,0 (0 -- 5),Likely decreasing,0.95 (0.23 -- 1.5),-0.015 (-0.25 -- 0.13),-46 (5.5 -- -2.8)
Devon,4 (1 -- 37),Stable,1 (0.69 -- 1.7),0.0023 (-0.088 -- 0.18),300 (3.9 -- -7.9)
Doncaster,0 (0 -- 1),Likely decreasing,0.42 (0.07 -- 1.2),-0.18 (-0.33 -- 0.061),-3.9 (11 -- -2.1)
Dorset,26 (5 -- 160),Likely increasing,1.4 (0.89 -- 2.1),0.1 (-0.03 -- 0.27),6.9 (2.5 -- -23)
Dudley,3 (0 -- 17),Stable,1 (0.65 -- 1.5),0.003 (-0.1 -- 0.13),230 (5.4 -- -6.8)
Dumfries and Galloway,31 (0 -- 1733),Likely increasing,2 (0.53 -- 5.5),0.25 (-0.14 -- 0.92),2.7 (0.75 -- -4.9)
Dundee City,0 (0 -- 27),Stable,1 (0.58 -- 2.2),0.0089 (-0.13 -- 0.29),78 (2.4 -- -5.5)
Ealing,14 (1 -- 85),Likely increasing,1.2 (0.57 -- 1.8),0.047 (-0.13 -- 0.2),15 (3.4 -- -5.5)
East Ayrshire,6 (1 -- 58),Likely increasing,1.2 (0.88 -- 2),0.06 (-0.034 -- 0.24),12 (2.8 -- -20)
East Dunbartonshire,5 (0 -- 117),Likely increasing,1.4 (0.55 -- 2.9),0.096 (-0.14 -- 0.44),7.2 (1.6 -- -5.1)
East Renfrewshire,2 (0 -- 41),Likely increasing,1.1 (0.79 -- 2.2),0.037 (-0.061 -- 0.29),19 (2.4 -- -11)
East Riding of Yorkshire,2 (0 -- 8),Likely decreasing,0.94 (0.67 -- 1.2),-0.017 (-0.094 -- 0.062),-40 (11 -- -7.3)
East Sussex,9 (1 -- 59),Likely decreasing,0.82 (0.4 -- 1.4),-0.05 (-0.18 -- 0.12),-14 (6 -- -3.8)
Enfield,16 (0 -- 77),Stable,1.1 (0.37 -- 1.6),0.024 (-0.19 -- 0.15),29 (4.7 -- -3.6)
Essex,83 (15 -- 456),Likely increasing,1.1 (0.56 -- 2),0.03 (-0.13 -- 0.25),23 (2.8 -- -5.3)
Falkirk,58 (2 -- 1577),Likely increasing,2 (0.87 -- 4.4),0.24 (-0.036 -- 0.72),2.9 (0.96 -- -19)
Fermanagh and Omagh,0 (0 -- 4),Likely increasing,1 (0.64 -- 1.4),0.0088 (-0.1 -- 0.096),78 (7.2 -- -6.6)
Fife,4 (0 -- 16),Likely increasing,1.1 (0.74 -- 1.4),0.024 (-0.075 -- 0.1),29 (7 -- -9.2)
Gateshead,5 (0 -- 54),Likely increasing,1.2 (0.53 -- 2.2),0.062 (-0.14 -- 0.29),11 (2.4 -- -4.9)
Glasgow City,13 (1 -- 106),Likely increasing,1.2 (0.71 -- 2),0.06 (-0.084 -- 0.25),11 (2.7 -- -8.2)
Gloucestershire,12 (2 -- 125),Likely increasing,1.1 (0.71 -- 2.2),0.035 (-0.083 -- 0.28),20 (2.5 -- -8.3)
Greenwich,10 (0 -- 38),Likely increasing,1.2 (0.36 -- 1.5),0.047 (-0.2 -- 0.14),15 (5 -- -3.4)
Hackney and City of London,17 (3 -- 90),Likely increasing,1.2 (0.76 -- 1.8),0.066 (-0.068 -- 0.19),10 (3.6 -- -10)
Halton,2 (0 -- 21),Likely increasing,1.1 (0.8 -- 1.7),0.037 (-0.057 -- 0.18),19 (3.8 -- -12)
Hammersmith and Fulham,9 (1 -- 73),Likely increasing,1.3 (0.76 -- 2),0.078 (-0.068 -- 0.26),8.9 (2.7 -- -10)
Hampshire,40 (9 -- 127),Stable,1 (0.63 -- 1.5),0.013 (-0.11 -- 0.12),53 (5.7 -- -6.5)
Haringey,8 (0 -- 39),Likely increasing,1.1 (0.56 -- 1.6),0.038 (-0.13 -- 0.16),18 (4.4 -- -5.3)
Harrow,9 (2 -- 28),Likely increasing,1.2 (0.83 -- 1.4),0.045 (-0.049 -- 0.11),15 (6.3 -- -14)
Hartlepool,2 (0 -- 7),Likely increasing,1.1 (0.64 -- 1.2),0.014 (-0.1 -- 0.063),49 (11 -- -6.7)
Havering,12 (4 -- 25),Likely increasing,1.1 (0.85 -- 1.3),0.017 (-0.044 -- 0.071),40 (9.7 -- -16)
"Herefordshire, County of",4 (0 -- 15),Likely increasing,1.1 (0.64 -- 1.4),0.033 (-0.11 -- 0.11),21 (6.4 -- -6.5)
Hertfordshire,21 (2 -- 87),Stable,0.95 (0.44 -- 1.4),-0.014 (-0.17 -- 0.11),-48 (6.6 -- -4)
Hillingdon,7 (1 -- 15),Likely increasing,1.1 (0.66 -- 1.2),0.024 (-0.097 -- 0.062),29 (11 -- -7.1)
Hounslow,13 (1 -- 56),Likely increasing,1.2 (0.66 -- 1.6),0.042 (-0.099 -- 0.15),17 (4.6 -- -7)
Inverclyde,7 (0 -- 322),Likely increasing,1.4 (0.56 -- 3.2),0.11 (-0.13 -- 0.5),6.1 (1.4 -- -5.2)
Isle of Wight,25 (0 -- 388),Likely increasing,1.4 (0.44 -- 2.6),0.12 (-0.17 -- 0.39),6 (1.8 -- -4.1)
Islington,13 (0 -- 91),Likely increasing,1.3 (0.54 -- 1.9),0.07 (-0.14 -- 0.23),9.9 (3 -- -5)
Kensington and Chelsea,5 (0 -- 54),Likely increasing,1.2 (0.51 -- 2),0.063 (-0.15 -- 0.25),11 (2.8 -- -4.7)
Kent,29 (6 -- 70),Likely decreasing,0.91 (0.56 -- 1.2),-0.024 (-0.13 -- 0.053),-29 (13 -- -5.3)
"Kingston upon Hull, City of",7 (1 -- 34),Likely increasing,1.1 (0.65 -- 1.6),0.021 (-0.1 -- 0.16),33 (4.4 -- -6.7)
Kingston upon Thames,5 (0 -- 30),Likely increasing,1.1 (0.55 -- 1.6),0.03 (-0.13 -- 0.16),23 (4.2 -- -5.2)
Kirklees,1 (0 -- 9),Stable,0.97 (0.67 -- 1.5),-0.0091 (-0.096 -- 0.13),-76 (5.5 -- -7.2)
Knowsley,8 (0 -- 118),Likely increasing,1.3 (0.47 -- 2.5),0.082 (-0.16 -- 0.35),8.5 (2 -- -4.4)
Lambeth,17 (0 -- 88),Likely increasing,1.2 (0.48 -- 1.7),0.055 (-0.16 -- 0.18),13 (3.8 -- -4.4)
Lancashire,30 (13 -- 91),Likely increasing,1.1 (0.91 -- 1.5),0.036 (-0.026 -- 0.13),19 (5.1 -- -26)
Leeds,4 (0 -- 52),Likely increasing,1.1 (0.74 -- 2.1),0.036 (-0.074 -- 0.28),19 (2.5 -- -9.4)
Leicester,6 (0 -- 35),Likely increasing,1.1 (0.58 -- 1.7),0.022 (-0.12 -- 0.17),31 (4.1 -- -5.6)
Leicestershire,8 (2 -- 22),Stable,1 (0.73 -- 1.3),-9e-04 (-0.078 -- 0.073),-770 (9.5 -- -8.9)
Lewisham,13 (1 -- 48),Likely increasing,1.2 (0.66 -- 1.6),0.045 (-0.099 -- 0.15),15 (4.7 -- -7)
Lincolnshire,10 (2 -- 56),Likely increasing,1.1 (0.73 -- 1.7),0.016 (-0.077 -- 0.17),43 (4 -- -9.1)
Lisburn and Castlereagh,0 (0 -- 9),Stable,1 (0.64 -- 1.6),0.0083 (-0.1 -- 0.16),84 (4.3 -- -6.8)
Liverpool,29 (6 -- 171),Likely increasing,1.4 (0.93 -- 2.3),0.11 (-0.021 -- 0.32),6.2 (2.2 -- -33)
Luton,6 (1 -- 15),Likely increasing,1.1 (0.8 -- 1.3),0.028 (-0.056 -- 0.075),25 (9.3 -- -12)
Manchester,3 (1 -- 15),Stable,1 (0.76 -- 1.4),0.0097 (-0.07 -- 0.11),71 (6.3 -- -9.9)
Medway,1 (0 -- 6),Likely decreasing,0.77 (0.39 -- 1.1),-0.066 (-0.19 -- 0.035),-10 (20 -- -3.7)
Merton,6 (1 -- 16),Likely increasing,1.1 (0.73 -- 1.4),0.029 (-0.077 -- 0.096),24 (7.2 -- -9.1)
Mid Ulster,1 (0 -- 8),Likely increasing,1 (0.76 -- 1.5),0.008 (-0.068 -- 0.13),86 (5.5 -- -10)
Mid and East Antrim,4 (0 -- 17),Likely increasing,1.1 (0.76 -- 1.5),0.028 (-0.069 -- 0.12),25 (5.8 -- -10)
Middlesbrough,3 (0 -- 29),Likely increasing,1.2 (0.85 -- 1.9),0.053 (-0.043 -- 0.22),13 (3.2 -- -16)
Midlothian,0 (0 -- 8),Stable,1 (0.52 -- 1.9),0.00023 (-0.14 -- 0.23),3100 (3 -- -4.8)
Milton Keynes,17 (7 -- 66),Likely increasing,1.2 (0.93 -- 1.6),0.048 (-0.019 -- 0.16),14 (4.3 -- -37)
Newcastle upon Tyne,0 (0 -- 4),Likely decreasing,0.92 (0.43 -- 1.3),-0.023 (-0.17 -- 0.089),-30 (7.8 -- -4)
Newham,15 (5 -- 36),Likely increasing,1.1 (0.88 -- 1.4),0.04 (-0.035 -- 0.095),17 (7.3 -- -20)
"Newry, Mourne and Down",0 (0 -- 4),Stable,1 (0.73 -- 1.5),0.0044 (-0.079 -- 0.13),160 (5.5 -- -8.8)
Norfolk,36 (23 -- 62),Increasing,1.1 (1 -- 1.3),0.04 (0.012 -- 0.077),17 (9 -- 57)
North Ayrshire,3 (1 -- 56),Likely increasing,1.1 (0.84 -- 2),0.036 (-0.045 -- 0.26),19 (2.7 -- -16)
North East Lincolnshire,0 (0 -- 13),Stable,0.95 (0.38 -- 2.1),-0.014 (-0.19 -- 0.26),-51 (2.7 -- -3.6)
North Lanarkshire,30 (3 -- 349),Likely increasing,1.3 (0.67 -- 2.3),0.087 (-0.097 -- 0.32),7.9 (2.2 -- -7.2)
North Lincolnshire,1 (0 -- 9),Likely decreasing,0.85 (0.26 -- 1.5),-0.041 (-0.24 -- 0.12),-17 (5.6 -- -2.9)
North Somerset,4 (0 -- 25),Likely increasing,1.1 (0.66 -- 1.6),0.025 (-0.1 -- 0.15),27 (4.6 -- -6.9)
North Tyneside,2 (0 -- 28),Likely increasing,1.1 (0.73 -- 1.9),0.027 (-0.078 -- 0.23),25 (3 -- -8.8)
North Yorkshire,8 (1 -- 47),Likely increasing,1.2 (0.66 -- 1.8),0.041 (-0.099 -- 0.2),17 (3.5 -- -7)
Northamptonshire,11 (4 -- 36),Likely increasing,1.1 (0.86 -- 1.4),0.016 (-0.038 -- 0.11),43 (6.6 -- -18)
Northumberland,13 (3 -- 76),Likely increasing,1.2 (0.9 -- 1.8),0.059 (-0.029 -- 0.21),12 (3.4 -- -24)
Nottingham,3 (0 -- 24),Likely increasing,1.1 (0.62 -- 1.7),0.026 (-0.11 -- 0.19),27 (3.7 -- -6.2)
Nottinghamshire,50 (9 -- 434),Likely increasing,1.4 (0.85 -- 2.6),0.11 (-0.042 -- 0.39),6.4 (1.8 -- -17)
Oldham,4 (0 -- 37),Likely increasing,1.1 (0.58 -- 1.9),0.031 (-0.12 -- 0.24),22 (2.9 -- -5.6)
Oxfordshire,25 (10 -- 76),Likely increasing,1.2 (0.99 -- 1.6),0.061 (-0.0023 -- 0.15),11 (4.5 -- -300)
Perth and Kinross,2 (0 -- 9),Likely increasing,1.1 (0.81 -- 1.4),0.024 (-0.054 -- 0.11),29 (6.1 -- -13)
Peterborough,2 (0 -- 8),Stable,1 (0.61 -- 1.3),0.0084 (-0.11 -- 0.071),82 (9.7 -- -6.1)
Plymouth,0 (0 -- 40),Stable,1.1 (0.33 -- 2.8),0.036 (-0.21 -- 0.42),19 (1.6 -- -3.3)
Portsmouth,6 (0 -- 16),Likely increasing,1.1 (0.67 -- 1.4),0.034 (-0.097 -- 0.1),21 (6.7 -- -7.2)
Reading,1 (0 -- 5),Likely increasing,1 (0.65 -- 1.3),0.012 (-0.1 -- 0.084),57 (8.3 -- -6.8)
Redbridge,12 (2 -- 27),Likely increasing,1.1 (0.7 -- 1.3),0.02 (-0.086 -- 0.068),35 (10 -- -8)
Redcar and Cleveland,0 (0 -- 1),Likely decreasing,0.93 (0.67 -- 1.3),-0.018 (-0.097 -- 0.073),-38 (9.5 -- -7.2)
Renfrewshire,4 (0 -- 73),Likely increasing,1.1 (0.67 -- 2),0.031 (-0.095 -- 0.25),23 (2.7 -- -7.3)
Richmond upon Thames,4 (1 -- 39),Likely increasing,1.2 (0.89 -- 1.8),0.043 (-0.03 -- 0.2),16 (3.4 -- -23)
Rochdale,2 (0 -- 28),Likely increasing,1.1 (0.56 -- 1.9),0.028 (-0.13 -- 0.23),24 (3 -- -5.3)
Rotherham,2 (0 -- 8),Likely decreasing,0.95 (0.67 -- 1.3),-0.014 (-0.094 -- 0.067),-49 (10 -- -7.4)
Salford,0 (0 -- 3),Likely decreasing,0.87 (0.44 -- 1.3),-0.038 (-0.17 -- 0.093),-18 (7.5 -- -4)
Sandwell,4 (1 -- 17),Stable,1 (0.73 -- 1.5),0.01 (-0.079 -- 0.13),67 (5.3 -- -8.8)
Scottish Borders,1 (0 -- 5),Likely increasing,1.1 (0.6 -- 1.4),0.024 (-0.12 -- 0.11),28 (6.3 -- -5.9)
Sefton,16 (2 -- 104),Likely increasing,1.4 (0.83 -- 2.2),0.1 (-0.048 -- 0.3),6.7 (2.3 -- -14)
Sheffield,13 (2 -- 59),Likely increasing,1.1 (0.69 -- 1.7),0.032 (-0.091 -- 0.17),22 (4 -- -7.6)
Shropshire,5 (1 -- 31),Likely increasing,1.1 (0.79 -- 1.7),0.028 (-0.059 -- 0.16),24 (4.2 -- -12)
Slough,4 (1 -- 37),Likely increasing,1.1 (0.76 -- 1.8),0.038 (-0.067 -- 0.21),18 (3.3 -- -10)
Solihull,6 (1 -- 64),Likely increasing,1.2 (0.81 -- 2),0.043 (-0.053 -- 0.25),16 (2.7 -- -13)
Somerset,4 (0 -- 12),Stable,0.97 (0.61 -- 1.3),-0.007 (-0.12 -- 0.071),-98 (9.7 -- -6)
South Ayrshire,0 (0 -- 20),Stable,0.98 (0.36 -- 2.3),-0.0058 (-0.2 -- 0.31),-120 (2.2 -- -3.5)
South Gloucestershire,0 (0 -- 7),Likely decreasing,0.87 (0.32 -- 1.7),-0.036 (-0.21 -- 0.18),-20 (3.8 -- -3.2)
South Lanarkshire,3 (0 -- 43),Stable,1.1 (0.51 -- 2),0.02 (-0.15 -- 0.24),35 (2.9 -- -4.7)
South Tyneside,0 (0 -- 4),Likely decreasing,0.77 (0.23 -- 1.2),-0.065 (-0.25 -- 0.057),-11 (12 -- -2.8)
Southampton,7 (0 -- 56),Likely increasing,1.2 (0.45 -- 1.9),0.044 (-0.17 -- 0.22),16 (3.1 -- -4.2)
Southend-on-Sea,17 (3 -- 39),Likely increasing,1.1 (0.76 -- 1.3),0.038 (-0.07 -- 0.093),18 (7.5 -- -10)
Southwark,29 (4 -- 335),Likely increasing,1.5 (0.83 -- 2.6),0.12 (-0.047 -- 0.38),5.8 (1.8 -- -15)
St. Helens,2 (0 -- 39),Likely increasing,1.2 (0.72 -- 2.1),0.053 (-0.08 -- 0.27),13 (2.6 -- -8.7)
Staffordshire,33 (11 -- 97),Likely increasing,1.2 (0.85 -- 1.5),0.043 (-0.044 -- 0.14),16 (4.9 -- -16)
Stirling,0 (0 -- 12),Stable,0.99 (0.59 -- 2),-0.0035 (-0.12 -- 0.26),-200 (2.7 -- -5.7)
Stockport,2 (0 -- 14),Stable,1 (0.61 -- 1.5),0.0073 (-0.12 -- 0.13),95 (5.3 -- -5.9)
Stockton-on-Tees,1 (0 -- 5),Likely decreasing,0.95 (0.71 -- 1.2),-0.014 (-0.086 -- 0.049),-50 (14 -- -8.1)
Stoke-on-Trent,16 (2 -- 192),Likely increasing,1.3 (0.76 -- 2.4),0.067 (-0.068 -- 0.34),10 (2 -- -10)
Suffolk,21 (6 -- 48),Likely increasing,1.1 (0.78 -- 1.3),0.026 (-0.064 -- 0.091),27 (7.7 -- -11)
Sunderland,2 (0 -- 9),Stable,1 (0.69 -- 1.3),-0.00025 (-0.089 -- 0.082),-2800 (8.5 -- -7.8)
Surrey,44 (13 -- 113),Likely increasing,1.1 (0.78 -- 1.5),0.036 (-0.063 -- 0.12),19 (5.6 -- -11)
Sutton,12 (3 -- 72),Likely increasing,1.2 (0.85 -- 1.7),0.049 (-0.042 -- 0.19),14 (3.7 -- -16)
Swindon,11 (1 -- 105),Likely increasing,1.4 (0.82 -- 2.3),0.1 (-0.052 -- 0.31),6.9 (2.2 -- -13)
Tameside,1 (0 -- 12),Likely decreasing,0.9 (0.3 -- 1.7),-0.028 (-0.22 -- 0.17),-25 (4 -- -3.1)
Telford and Wrekin,3 (0 -- 41),Likely increasing,1.1 (0.91 -- 2),0.034 (-0.024 -- 0.25),20 (2.7 -- -29)
Thurrock,1 (0 -- 36),Likely decreasing,0.78 (0.19 -- 2),-0.064 (-0.27 -- 0.24),-11 (2.9 -- -2.6)
Torbay,8 (0 -- 302),Likely increasing,1.6 (0.51 -- 3.9),0.15 (-0.15 -- 0.63),4.6 (1.1 -- -4.7)
Tower Hamlets,10 (3 -- 25),Likely increasing,1.1 (0.88 -- 1.3),0.039 (-0.035 -- 0.088),18 (7.9 -- -20)
Trafford,1 (0 -- 8),Stable,0.96 (0.38 -- 1.5),-0.012 (-0.19 -- 0.12),-59 (5.8 -- -3.6)
Wakefield,1 (0 -- 11),Likely decreasing,0.94 (0.53 -- 1.5),-0.018 (-0.14 -- 0.14),-39 (4.9 -- -4.9)
Walsall,13 (1 -- 63),Likely increasing,1.2 (0.64 -- 1.8),0.054 (-0.1 -- 0.2),13 (3.4 -- -6.7)
Waltham Forest,11 (2 -- 23),Likely increasing,1.1 (0.82 -- 1.3),0.037 (-0.05 -- 0.078),19 (8.9 -- -14)
Wandsworth,4 (0 -- 19),Stable,1 (0.36 -- 1.4),0.0084 (-0.2 -- 0.1),83 (6.8 -- -3.5)
Warrington,6 (1 -- 45),Likely increasing,1.2 (0.85 -- 1.8),0.044 (-0.043 -- 0.2),16 (3.4 -- -16)
Warwickshire,11 (4 -- 28),Likely increasing,1.1 (0.84 -- 1.3),0.021 (-0.044 -- 0.09),33 (7.7 -- -16)
West Berkshire,2 (0 -- 5),Likely increasing,1.1 (0.71 -- 1.3),0.024 (-0.083 -- 0.082),29 (8.4 -- -8.3)
West Dunbartonshire,3 (0 -- 103),Likely increasing,1.3 (0.81 -- 2.7),0.07 (-0.055 -- 0.41),9.8 (1.7 -- -13)
West Lothian,0 (0 -- 22),Stable,1 (0.66 -- 2.1),0.0043 (-0.098 -- 0.26),160 (2.7 -- -7)
West Sussex,61 (23 -- 177),Increasing,1.3 (1 -- 1.7),0.086 (0.0034 -- 0.18),8.1 (3.8 -- 200)
Westminster,11 (1 -- 78),Likely increasing,1.3 (0.68 -- 2),0.07 (-0.093 -- 0.24),9.9 (2.9 -- -7.5)
Wigan,5 (0 -- 25),Stable,1 (0.57 -- 1.5),0.0082 (-0.13 -- 0.14),85 (5 -- -5.4)
Wiltshire,5 (0 -- 66),Stable,1.1 (0.38 -- 2.1),0.019 (-0.19 -- 0.28),37 (2.5 -- -3.6)
Windsor and Maidenhead,6 (2 -- 27),Likely increasing,1.2 (0.92 -- 1.6),0.045 (-0.021 -- 0.15),15 (4.7 -- -32)
Wirral,32 (5 -- 223),Likely increasing,1.5 (0.88 -- 2.5),0.12 (-0.035 -- 0.36),5.7 (1.9 -- -20)
Wokingham,1 (0 -- 6),Likely increasing,1.1 (0.85 -- 1.3),0.017 (-0.043 -- 0.083),41 (8.4 -- -16)
Wolverhampton,81 (12 -- 676),Increasing,1.7 (1 -- 2.9),0.19 (0.012 -- 0.45),3.7 (1.6 -- 56)
Worcestershire,22 (7 -- 81),Likely increasing,1.2 (0.83 -- 1.6),0.045 (-0.048 -- 0.16),16 (4.4 -- -14)
York,4 (1 -- 31),Likely increasing,1.1 (0.93 -- 1.7),0.039 (-0.021 -- 0.19),18 (3.7 -- -33)
